"gwk60_id","qng_id","cagl_id","gene_name"
"GWK60_A04279","QNG12292.1","CAGL0A04367g","protein_coding"
"GWK60_A04323","QNG12294.1","CAGL0A04433g","protein_coding"
"GWK60_A04367","QNG12296.1","CAGL0A04477g","protein_coding"
"GWK60_A04389","QNG12297.1","CAGL0A04499g","protein_coding"
"GWK60_A04411","QNG12298.1","CAGL0A04521g","protein_coding"
"GWK60_A04433","QNG12299.1","CAGL0A04543g","protein_coding"
"GWK60_A04477","QNG12301.1","CAGL0A04587g","protein_coding"
"GWK60_A04499","QNG12302.1","CAGL0A04631g","protein_coding"
"GWK60_A04521","QNG12303.1","CAGL0A04653g","protein_coding"
"GWK60_A04543","QNG12304.1","CAGL0A04675g","protein_coding"
"GWK60_A04565","QNG12305.1","CAGL0A04697g","protein_coding"
"GWK60_A04587","QNG12306.1","CAGL0A04719g","protein_coding"
"GWK60_A04609","QNG12307.1","CAGL0A04741g","protein_coding"
"GWK60_A04653","QNG12309.1","CAGL0A04807g","protein_coding"
"GWK60_A04675","QNG12310.1","CAGL0A04829g","protein_coding"
"GWK60_A04697","QNG12311.1","CAGL0A04851g","protein_coding"
"GWK60_B00011","QNG12312.1","CAGL0B00154g","protein_coding"
"GWK60_B00055","QNG12313.1","CAGL0B00220g","protein_coding"
"GWK60_B00077","QNG12314.1","CAGL0B00242g","protein_coding"
"GWK60_B00121","QNG12316.1","CAGL0B00286g","protein_coding"
"GWK60_B00143","QNG12317.1","CAGL0B00308g","protein_coding"
"GWK60_B00165","QNG12318.1","CAGL0B00330g","protein_coding"
"GWK60_B00187","QNG12319.1","CAGL0B00352g","protein_coding"
"GWK60_B00209","QNG12320.1","CAGL0B00374g","protein_coding"
"GWK60_B00231","QNG12321.1","CAGL0B00396g","protein_coding"
"GWK60_B00253","QNG12322.1","CAGL0B00418g","protein_coding"
"GWK60_B00275","QNG12323.1","CAGL0B00440g","protein_coding"
"GWK60_B00297","QNG12324.1","CAGL0B00462g","protein_coding"
"GWK60_B00319","QNG12325.1","CAGL0B00484g","protein_coding"
"GWK60_B00341","QNG12326.1","CAGL0B00506g","protein_coding"
"GWK60_B00363","QNG12327.1","CAGL0B00528g","protein_coding"
"GWK60_B00385","QNG12328.1","CAGL0B00550g","protein_coding"
"GWK60_B00407","QNG12329.1","CAGL0B00594g","protein_coding"
"GWK60_B00429","QNG12330.1","CAGL0B00616g","protein_coding"
"GWK60_B00451","QNG12331.1","CAGL0B00638g","protein_coding"
"GWK60_B00473","QNG12332.1","CAGL0B00660g","protein_coding"
"GWK60_B00495","QNG12333.1","CAGL0B00682g","protein_coding"
"GWK60_B00539","QNG12335.1","CAGL0B00715g","protein_coding"
"GWK60_B00561","QNG12336.1","CAGL0B00726g","protein_coding"
"GWK60_B00583","QNG12337.1","CAGL0B00748g","protein_coding"
"GWK60_B00627","QNG12339.1","CAGL0B00792g","protein_coding"
"GWK60_B00649","QNG12340.1","CAGL0B00814g","protein_coding"
"GWK60_B00671","QNG12341.1","CAGL0B00836g","protein_coding"
"GWK60_B00715","QNG12343.1","CAGL0B00880g","protein_coding"
"GWK60_B00759","QNG12345.1","CAGL0B00924g","protein_coding"
"GWK60_B00781","QNG12346.1","CAGL0B00946g","protein_coding"
"GWK60_B00803","QNG12347.1","CAGL0B00968g","protein_coding"
"GWK60_B00847","QNG12349.1","CAGL0B01012g","protein_coding"
"GWK60_B00891","QNG12350.1","CAGL0B01078g","protein_coding"
"GWK60_B00913","QNG12351.1","CAGL0B01100g","protein_coding"
"GWK60_B00957","QNG12353.1","CAGL0B01144g","protein_coding"
"GWK60_B01001","QNG12355.1","CAGL0B01188g","protein_coding"
"GWK60_B01023","QNG12356.1","CAGL0B01203g","protein_coding"
"GWK60_B01067","QNG12358.1","CAGL0B01254g","protein_coding"
"GWK60_B01133","QNG12360.1","CAGL0B01331g","protein_coding"
"GWK60_B01177","QNG12362.1","CAGL0B01375g","protein_coding"
"GWK60_B01265","QNG12366.1","CAGL0B01463g","protein_coding"
"GWK60_B01287","QNG12367.1","CAGL0B01485g","protein_coding"
"GWK60_B01353","QNG12370.1","CAGL0B01551g","protein_coding"
"GWK60_B01397","QNG12372.1","CAGL0B01589g","protein_coding"
"GWK60_B01419","QNG12373.1","CAGL0B01595g","protein_coding"
"GWK60_B01441","QNG12374.1","CAGL0B01617g","protein_coding"
"GWK60_B01463","QNG12375.1","CAGL0B01639g","protein_coding"
"GWK60_B01529","QNG12377.1","CAGL0B01705g","protein_coding"
"GWK60_B01551","QNG12378.1","CAGL0B01727g","protein_coding"
"GWK60_B01573","QNG12379.1","CAGL0B01743g","protein_coding"
"GWK60_B01595","QNG12380.1","CAGL0B01771g","protein_coding"
"GWK60_B01617","QNG12381.1","CAGL0B01793g","protein_coding"
"GWK60_B01639","QNG12382.1","CAGL0B01815g","protein_coding"
"GWK60_B01661","QNG12383.1","CAGL0B01837g","protein_coding"
"GWK60_B01683","QNG12384.1","CAGL0B01859g","protein_coding"
"GWK60_B01705","QNG12385.1","CAGL0B01875g","protein_coding"
"GWK60_B01727","QNG12386.1","CAGL0B01881g","protein_coding"
"GWK60_B01749","QNG12387.1","CAGL0B01903g","protein_coding"
"GWK60_B01771","QNG12388.1","CAGL0B01925g","protein_coding"
"GWK60_B01815","QNG12390.1","CAGL0B01969g","protein_coding"
"GWK60_B01837","QNG12391.1","CAGL0B01991g","protein_coding"
"GWK60_B01859","QNG12392.1","CAGL0B02013g","protein_coding"
"GWK60_B01881","QNG12393.1","CAGL0B02035g","protein_coding"
"GWK60_B01903","QNG12394.1","CAGL0B02057g","protein_coding"
"GWK60_B01925","QNG12395.1","CAGL0B02079g","protein_coding"
"GWK60_B01947","QNG12396.1","CAGL0B02101g","protein_coding"
"GWK60_B01969","QNG12397.1","CAGL0B02123g","protein_coding"
"GWK60_B01991","QNG12398.1","CAGL0B02145g","protein_coding"
"GWK60_B02013","QNG12399.1","CAGL0B02167g","protein_coding"
"GWK60_B02035","QNG12400.1","CAGL0B02189g","protein_coding"
"GWK60_B02079","QNG12402.1","CAGL0B02233g","protein_coding"
"GWK60_B02101","QNG12403.1","CAGL0B02255g","protein_coding"
"GWK60_B02123","QNG12404.1","CAGL0B02277g","protein_coding"
"GWK60_B02145","QNG12405.1","CAGL0B02299g","protein_coding"
"GWK60_B02167","QNG12406.1","CAGL0B02321g","protein_coding"
"GWK60_B02189","QNG12407.1","CAGL0B02343g","protein_coding"
"GWK60_B02211","QNG12408.1","CAGL0B02365g","protein_coding"
"GWK60_B02233","QNG12409.1","CAGL0B02387g","protein_coding"
"GWK60_B02255","QNG12410.1","CAGL0B02409g","protein_coding"
"GWK60_B02277","QNG12411.1","CAGL0B02431g","protein_coding"
"GWK60_B02299","QNG12412.1","CAGL0B02453g","protein_coding"
"GWK60_B02343","QNG12414.1","CAGL0B02497g","protein_coding"
"GWK60_B02365","QNG12415.1","CAGL0B02519g","protein_coding"
"GWK60_B02387","QNG12416.1","CAGL0B02541g","protein_coding"
"GWK60_B02431","QNG12418.1","CAGL0B02585g","protein_coding"
"GWK60_B02475","QNG12420.1","CAGL0B02629g","protein_coding"
"GWK60_B02497","QNG12421.1","CAGL0B02651g","protein_coding"
"GWK60_B02519","QNG12422.1","CAGL0B02673g","protein_coding"
"GWK60_B02541","QNG12423.1","CAGL0B02695g","protein_coding"
"GWK60_B02563","QNG12424.1","CAGL0B02717g","protein_coding"
"GWK60_B02607","QNG12426.1","CAGL0B02755g","protein_coding"
"GWK60_B02629","QNG12427.1","CAGL0B02761g","protein_coding"
"GWK60_B02673","QNG12429.1","CAGL0B02794g","protein_coding"
"GWK60_B02695","QNG12430.1","CAGL0B02816g","protein_coding"
"GWK60_B02739","QNG12432.1","CAGL0B02860g","protein_coding"
"GWK60_B02871","QNG12438.1","CAGL0B02975g","protein_coding"
"GWK60_B02937","QNG12441.1","CAGL0B03091g","protein_coding"
"GWK60_B02959","QNG12442.1","CAGL0B03113g","protein_coding"
"GWK60_B03003","QNG12443.1","CAGL0B03179g","protein_coding"
"GWK60_B03025","QNG12444.1","CAGL0B03201g","protein_coding"
"GWK60_B03047","QNG12445.1","CAGL0B03223g","protein_coding"
"GWK60_B03069","QNG12446.1","CAGL0B03245g","protein_coding"
"GWK60_B03091","QNG12447.1","CAGL0B03267g","protein_coding"
"GWK60_B03113","QNG12448.1","CAGL0B03289g","protein_coding"
"GWK60_B03135","QNG12449.1","CAGL0B03311g","protein_coding"
"GWK60_B03157","QNG12450.1","CAGL0B03333g","protein_coding"
"GWK60_B03179","QNG12451.1","CAGL0B03355g","protein_coding"
"GWK60_B03201","QNG12452.1","CAGL0B03377g","protein_coding"
"GWK60_B03245","QNG12454.1","CAGL0B03421g","protein_coding"
"GWK60_B03267","QNG12455.1","CAGL0B03443g","protein_coding"
"GWK60_B03289","QNG12456.1","CAGL0B03465g","protein_coding"
"GWK60_B03333","QNG12458.1","CAGL0B03509g","protein_coding"
"GWK60_B03355","QNG12459.1","CAGL0B03531g","protein_coding"
"GWK60_B03377","QNG12460.1","CAGL0B03553g","protein_coding"
"GWK60_B03399","QNG12461.1","CAGL0B03575g","protein_coding"
"GWK60_B03421","QNG12462.1","CAGL0B03597g","protein_coding"
"GWK60_B03443","QNG12463.1","CAGL0B03608g","protein_coding"
"GWK60_B03465","QNG12464.1","CAGL0B03619g","protein_coding"
"GWK60_B03487","QNG12465.1","CAGL0B03641g","protein_coding"
"GWK60_B03509","QNG12466.1","CAGL0B03663g","protein_coding"
"GWK60_B03531","QNG12467.1","CAGL0B03685g","protein_coding"
"GWK60_B03553","QNG12468.1","CAGL0B03707g","protein_coding"
"GWK60_B03597","QNG12469.1","CAGL0B03773g","protein_coding"
"GWK60_B03619","QNG12470.1","CAGL0B03795g","protein_coding"
"GWK60_B03641","QNG12471.1","CAGL0B03817g","protein_coding"
"GWK60_B03685","QNG12473.1","CAGL0B03855g","protein_coding"
"GWK60_B03707","QNG12474.1","CAGL0B03861g","protein_coding"
"GWK60_B03729","QNG12475.1","CAGL0B03883g","protein_coding"
"GWK60_B03751","QNG12476.1","CAGL0B03899g","protein_coding"
"GWK60_B03773","QNG12477.1","CAGL0B03905g","protein_coding"
"GWK60_B03795","QNG12478.1","CAGL0B03927g","protein_coding"
"GWK60_B03817","QNG12479.1","CAGL0B03949g","protein_coding"
"GWK60_B03839","QNG12480.1","CAGL0B03971g","protein_coding"
"GWK60_B03861","QNG12481.1","CAGL0B03993g","protein_coding"
"GWK60_B03883","QNG12482.1","CAGL0B04015g","protein_coding"
"GWK60_B03905","QNG12483.1","CAGL0B04037g","protein_coding"
"GWK60_B03927","QNG12484.1","CAGL0B04059g","protein_coding"
"GWK60_B03971","QNG12485.1","CAGL0B04103g","protein_coding"
"GWK60_B03993","QNG12486.1","CAGL0B04125g","protein_coding"
"GWK60_B04015","QNG12487.1","CAGL0B04147g","protein_coding"
"GWK60_B04037","QNG12488.1","CAGL0B04169g","protein_coding"
"GWK60_B04059","QNG12489.1","CAGL0B04191g","protein_coding"
"GWK60_B04081","QNG12490.1","CAGL0B04213g","protein_coding"
"GWK60_B04125","QNG12492.1","CAGL0B04257g","protein_coding"
"GWK60_B04147","QNG12493.1","CAGL0B04279g","protein_coding"
"GWK60_B04169","QNG12494.1","CAGL0B04301g","protein_coding"
"GWK60_B04191","QNG12495.1","CAGL0B04323g","protein_coding"
"GWK60_B04213","QNG12496.1","CAGL0B04345g","protein_coding"
"GWK60_B04235","QNG12497.1","CAGL0B04367g","protein_coding"
"GWK60_B04279","QNG12499.1","CAGL0B04411g","protein_coding"
"GWK60_B04301","QNG12500.1","CAGL0B04433g","protein_coding"
"GWK60_B04323","QNG12501.1","CAGL0B04455g","protein_coding"
"GWK60_B04345","QNG12502.1","CAGL0B04477g","protein_coding"
"GWK60_B04367","QNG12503.1","CAGL0B04499g","protein_coding"
"GWK60_B04411","QNG12505.1","CAGL0B04543g","protein_coding"
"GWK60_B04433","QNG12506.1","CAGL0B04565g","protein_coding"
"GWK60_B04455","QNG12507.1","CAGL0B04587g","protein_coding"
"GWK60_B04477","QNG12508.1","CAGL0B04609g","protein_coding"
"GWK60_B04521","QNG12510.1","CAGL0B04675g","protein_coding"
"GWK60_B04543","QNG12511.1","CAGL0B04697g","protein_coding"
"GWK60_B04565","QNG12512.1","CAGL0B04719g","protein_coding"
"GWK60_B04609","QNG12514.1","CAGL0B04763g","protein_coding"
"GWK60_B04631","QNG12515.1","CAGL0B04785g","protein_coding"
"GWK60_B04653","QNG12516.1","CAGL0B04807g","protein_coding"
"GWK60_B04675","QNG12517.1","CAGL0B04829g","protein_coding"
"GWK60_B04697","QNG12518.1","CAGL0B04851g","protein_coding"
"GWK60_B04719","QNG12519.1","CAGL0B04873g","protein_coding"
"GWK60_B04741","QNG12520.1","CAGL0B04895g","protein_coding"
"GWK60_B04763","QNG12521.1","CAGL0B04917g","protein_coding"
"GWK60_B04785","QNG12522.1","CAGL0B04939g","protein_coding"
"GWK60_B04807","QNG12523.1","CAGL0B04961g","protein_coding"
"GWK60_B04829","QNG12524.1","CAGL0B04983g","protein_coding"
"GWK60_B04895","QNG12525.1","CAGL0B05049g","protein_coding"
"GWK60_B04917","QNG12526.1","CAGL0B05061g","protein_coding"
"GWK60_C00055","QNG12529.1","CAGL0C00231g","protein_coding"
"GWK60_C00077","QNG12530.1","CAGL0C00253g","protein_coding"
"GWK60_C00121","QNG12532.1","CAGL0C00297g","protein_coding"
"GWK60_C00143","QNG12533.1","CAGL0C00319g","protein_coding"
"GWK60_C00165","QNG12534.1","CAGL0C00341g","protein_coding"
"GWK60_C00209","QNG12536.1","CAGL0C00385g","protein_coding"
"GWK60_C00231","QNG12537.1","CAGL0C00407g","protein_coding"
"GWK60_C00253","QNG12538.1","CAGL0C00429g","protein_coding"
"GWK60_C00275","QNG12539.1","CAGL0C00451g","protein_coding"
"GWK60_C00297","QNG12540.1","CAGL0C00473g","protein_coding"
"GWK60_C00319","QNG12541.1","CAGL0C00495g","protein_coding"
"GWK60_C00341","QNG12542.1","CAGL0C00517g","protein_coding"
"GWK60_C00363","QNG12543.1","CAGL0C00539g","protein_coding"
"GWK60_C00385","QNG12544.1","CAGL0C00561g","protein_coding"
"GWK60_C00407","QNG12545.1","CAGL0C00583g","protein_coding"
"GWK60_C00429","QNG12546.1","CAGL0C00605g","protein_coding"
"GWK60_C00495","QNG12549.1","CAGL0C00671g","protein_coding"
"GWK60_C00539","QNG12551.1","CAGL0C00715g","protein_coding"
"GWK60_C00561","QNG12552.1","CAGL0C00737g","protein_coding"
"GWK60_C00583","QNG12553.1","CAGL0C00759g","protein_coding"
"GWK60_C00605","QNG12554.1","CAGL0C00792g","protein_coding"
"GWK60_C00627","QNG12555.1","CAGL0C00968g","protein_coding"
"GWK60_C00649","QNG12556.1","CAGL0C00836g","protein_coding"
"GWK60_C00693","QNG12558.1","CAGL0C01133g","protein_coding"
"GWK60_C00715","QNG12559.1","CAGL0C01155g","protein_coding"
"GWK60_C00737","QNG12560.1","CAGL0C01177g","protein_coding"
"GWK60_C00781","QNG12562.1","CAGL0C01221g","protein_coding"
"GWK60_C00803","QNG12563.1","CAGL0C01243g","protein_coding"
"GWK60_C00847","QNG12565.1","CAGL0C01287g","protein_coding"
"GWK60_C00869","QNG12566.1","CAGL0C01309g","protein_coding"
"GWK60_C00891","QNG12567.1","CAGL0C01325g","protein_coding"
"GWK60_C00913","QNG12568.1","CAGL0C01331g","protein_coding"
"GWK60_C00935","QNG12569.1","CAGL0C01353g","protein_coding"
"GWK60_C00957","QNG12570.1","CAGL0C01375g","protein_coding"
"GWK60_C00979","QNG12571.1","CAGL0C01397g","protein_coding"
"GWK60_C01001","QNG12572.1","CAGL0C01419g","protein_coding"
"GWK60_C01023","QNG12573.1","CAGL0C01435g","protein_coding"
"GWK60_C01045","QNG12574.1","CAGL0C01441g","protein_coding"
"GWK60_C01067","QNG12575.1","CAGL0C01463g","protein_coding"
"GWK60_C01089","QNG12576.1","CAGL0C01485g","protein_coding"
"GWK60_C01111","QNG12577.1","CAGL0C01507g","protein_coding"
"GWK60_C01133","QNG12578.1","CAGL0C01529g","protein_coding"
"GWK60_C01155","QNG12579.1","CAGL0C01551g","protein_coding"
"GWK60_C01177","QNG12580.1","CAGL0C01573g","protein_coding"
"GWK60_C01199","QNG12581.1","CAGL0C01595g","protein_coding"
"GWK60_C01221","QNG12582.1","CAGL0C01617g","protein_coding"
"GWK60_C01243","QNG12583.1","CAGL0C01639g","protein_coding"
"GWK60_C01265","QNG12584.1","CAGL0C01661g","protein_coding"
"GWK60_C01287","QNG12585.1","CAGL0C01683g","protein_coding"
"GWK60_C01331","QNG12587.1","CAGL0C01727g","protein_coding"
"GWK60_C01353","QNG12588.1","CAGL0C01749g","protein_coding"
"GWK60_C01375","QNG12589.1","CAGL0C01771g","protein_coding"
"GWK60_C01397","QNG12590.1","CAGL0C01793g","protein_coding"
"GWK60_C01419","QNG12591.1","CAGL0C01815g","protein_coding"
"GWK60_C01441","QNG12592.1","CAGL0C01848g","protein_coding"
"GWK60_C01463","QNG12593.1","CAGL0C01881g","protein_coding"
"GWK60_C01485","QNG12594.1","CAGL0C01903g","protein_coding"
"GWK60_C01529","QNG12596.1","CAGL0C01925g","protein_coding"
"GWK60_C01551","QNG12597.1","CAGL0C01947g","protein_coding"
"GWK60_C01573","QNG12598.1","CAGL0C01969g","protein_coding"
"GWK60_C01595","QNG12599.1","CAGL0C01991g","protein_coding"
"GWK60_C01617","QNG12600.1","CAGL0C02013g","protein_coding"
"GWK60_C01639","QNG12601.1","CAGL0C02035g","protein_coding"
"GWK60_C01661","QNG12602.1","CAGL0C02057g","protein_coding"
"GWK60_C01683","QNG12603.1","CAGL0C02079g","protein_coding"
"GWK60_C01705","QNG12604.1","CAGL0C02101g","protein_coding"
"GWK60_C01727","QNG12605.1","CAGL0C02123g","protein_coding"
"GWK60_C01749","QNG12606.1","CAGL0C02145g","protein_coding"
"GWK60_C01771","QNG12607.1","CAGL0C02167g","protein_coding"
"GWK60_C01837","QNG12610.1","CAGL0C02233g","protein_coding"
"GWK60_C01859","QNG12611.1","CAGL0C02255g","protein_coding"
"GWK60_C01969","QNG12616.1","CAGL0C02365g","protein_coding"
"GWK60_C01991","QNG12617.1","CAGL0C02387g","protein_coding"
"GWK60_C02013","QNG12618.1","CAGL0C02409g","protein_coding"
"GWK60_C02035","QNG12619.1","CAGL0C02431g","protein_coding"
"GWK60_C02057","QNG12620.1","CAGL0C02453g","protein_coding"
"GWK60_C02079","QNG12621.1","CAGL0C02475g","protein_coding"
"GWK60_C02101","QNG12622.1","CAGL0C02497g","protein_coding"
"GWK60_C02123","QNG12623.1","CAGL0C02519g","protein_coding"
"GWK60_C02145","QNG12624.1","CAGL0C02541g","protein_coding"
"GWK60_C02167","QNG12625.1","CAGL0C02563g","protein_coding"
"GWK60_C02189","QNG12626.1","CAGL0C02585g","protein_coding"
"GWK60_C02211","QNG12627.1","CAGL0C02607g","protein_coding"
"GWK60_C02233","QNG12628.1","CAGL0C02623g","protein_coding"
"GWK60_C02255","QNG12629.1","CAGL0C02629g","protein_coding"
"GWK60_C02277","QNG12630.1","CAGL0C02651g","protein_coding"
"GWK60_C02299","QNG12631.1","CAGL0C02673g","protein_coding"
"GWK60_C02321","QNG12632.1","CAGL0C02695g","protein_coding"
"GWK60_C02343","QNG12633.1","CAGL0C02717g","protein_coding"
"GWK60_C02365","QNG12634.1","CAGL0C02739g","protein_coding"
"GWK60_C02387","QNG12635.1","CAGL0C02761g","protein_coding"
"GWK60_C02409","QNG12636.1","CAGL0C02783g","protein_coding"
"GWK60_C02431","QNG12637.1","CAGL0C02805g","protein_coding"
"GWK60_C02453","QNG12638.1","CAGL0C02827g","protein_coding"
"GWK60_C02475","QNG12639.1","CAGL0C02849g","protein_coding"
"GWK60_C02497","QNG12640.1","CAGL0C02871g","protein_coding"
"GWK60_C02519","QNG12641.1","CAGL0C02893g","protein_coding"
"GWK60_C02541","QNG12642.1","CAGL0C02937g","protein_coding"
"GWK60_C02563","QNG12643.1","CAGL0C02959g","protein_coding"
"GWK60_C02585","QNG12644.1","CAGL0C02981g","protein_coding"
"GWK60_C02607","QNG12645.1","CAGL0C03003g","protein_coding"
"GWK60_C02629","QNG12646.1","CAGL0C03025g","protein_coding"
"GWK60_C02651","QNG12647.1","CAGL0C03047g","protein_coding"
"GWK60_C02673","QNG12648.1","CAGL0C03069g","protein_coding"
"GWK60_C02717","QNG12649.1","CAGL0C03113g","protein_coding"
"GWK60_C02739","QNG12650.1","CAGL0C03135g","protein_coding"
"GWK60_C02783","QNG12651.1","CAGL0C03179g","protein_coding"
"GWK60_C02805","QNG12652.1","CAGL0C03201g","protein_coding"
"GWK60_C02827","QNG12653.1","CAGL0C03223g","protein_coding"
"GWK60_C02849","QNG12654.1","CAGL0C03245g","protein_coding"
"GWK60_C02915","QNG12657.1","CAGL0C03311g","protein_coding"
"GWK60_C02937","QNG12658.1","CAGL0C03333g","protein_coding"
"GWK60_C02959","QNG12659.1","CAGL0C03355g","protein_coding"
"GWK60_C02981","QNG12660.1","CAGL0C03369g","protein_coding"
"GWK60_C03025","QNG12662.1","CAGL0C03421g","protein_coding"
"GWK60_C03069","QNG12664.1","CAGL0C03465g","protein_coding"
"GWK60_C03091","QNG12665.1","CAGL0C03487g","protein_coding"
"GWK60_C03113","QNG12666.1","CAGL0C03509g","protein_coding"
"GWK60_C03135","QNG12667.1","CAGL0C03531g","protein_coding"
"GWK60_C03157","QNG12668.1","CAGL0C03553g","protein_coding"
"GWK60_C03179","QNG12669.1","CAGL0C03575g","protein_coding"
"GWK60_C03245","QNG12672.1","CAGL0C03630g","protein_coding"
"GWK60_C03267","QNG12673.1","CAGL0C03652g","protein_coding"
"GWK60_C03289","QNG12674.1","CAGL0C03674g","protein_coding"
"GWK60_C03311","QNG12675.1","CAGL0C03696g","protein_coding"
"GWK60_C03355","QNG12676.1","CAGL0C03740g","protein_coding"
"GWK60_C03377","QNG12677.1","CAGL0C03762g","protein_coding"
"GWK60_C03399","QNG12678.1","CAGL0C03784g","protein_coding"
"GWK60_C03465","QNG12679.1","CAGL0C03850g","protein_coding"
"GWK60_C03509","QNG12681.1","CAGL0C03894g","protein_coding"
"GWK60_C03531","QNG12682.1","CAGL0C03916g","protein_coding"
"GWK60_C03553","QNG12683.1","CAGL0C04004g","protein_coding"
"GWK60_C03575","QNG12684.1","CAGL0C04026g","protein_coding"
"GWK60_C03597","QNG12685.1","CAGL0C04048g","protein_coding"
"GWK60_C03685","QNG12688.1","CAGL0C04136g","protein_coding"
"GWK60_C03707","QNG12689.1","CAGL0C04169g","protein_coding"
"GWK60_C03729","QNG12690.1","CAGL0C04191g","protein_coding"
"GWK60_C03751","QNG12691.1","CAGL0C04213g","protein_coding"
"GWK60_C03773","QNG12692.1","CAGL0C04235g","protein_coding"
"GWK60_C03795","QNG12693.1","CAGL0C04257g","protein_coding"
"GWK60_C03817","QNG12694.1","CAGL0C04279g","protein_coding"
"GWK60_C03839","QNG12695.1","CAGL0C04301g","protein_coding"
"GWK60_C03861","QNG12696.1","CAGL0C04323g","protein_coding"
"GWK60_C03883","QNG12697.1","CAGL0C04367g","protein_coding"
"GWK60_C03905","QNG12698.1","CAGL0C04389g","protein_coding"
"GWK60_C03927","QNG12699.1","CAGL0C04411g","protein_coding"
"GWK60_C03949","QNG12700.1","CAGL0C04433g","protein_coding"
"GWK60_C04015","QNG12703.1","CAGL0C04499g","protein_coding"
"GWK60_C04059","QNG12704.1","CAGL0C04543g","protein_coding"
"GWK60_C04081","QNG12705.1","CAGL0C04565g","protein_coding"
"GWK60_C04103","QNG12706.1","CAGL0C04587g","protein_coding"
"GWK60_C04125","QNG12707.1","CAGL0C04609g","protein_coding"
"GWK60_C04147","QNG12708.1","CAGL0C04631g","protein_coding"
"GWK60_C04191","QNG12709.1","CAGL0C04697g","protein_coding"
"GWK60_C04213","QNG12710.1","CAGL0C04719g","protein_coding"
"GWK60_C04257","QNG12712.1","CAGL0C04763g","protein_coding"
"GWK60_C04279","QNG12713.1","CAGL0C04785g","protein_coding"
"GWK60_C04301","QNG12714.1","CAGL0C04807g","protein_coding"
"GWK60_C04323","QNG12715.1","CAGL0C04829g","protein_coding"
"GWK60_C04345","QNG12716.1","CAGL0C04851g","protein_coding"
"GWK60_C04367","QNG12717.1","CAGL0C04873g","protein_coding"
"GWK60_C04389","QNG12718.1","CAGL0C04895g","protein_coding"
"GWK60_C04411","QNG12719.1","CAGL0C04917g","protein_coding"
"GWK60_C04433","QNG12720.1","CAGL0C04933g","protein_coding"
"GWK60_C04455","QNG12721.1","CAGL0C04939g","protein_coding"
"GWK60_C04477","QNG12722.1","CAGL0C04961g","protein_coding"
"GWK60_C04521","QNG12724.1","CAGL0C05005g","protein_coding"
"GWK60_C04543","QNG12725.1","CAGL0C05027g","protein_coding"
"GWK60_C04565","QNG12726.1","CAGL0C05049g","protein_coding"
"GWK60_C04587","QNG12727.1","CAGL0C05071g","protein_coding"
"GWK60_C04609","QNG12728.1","CAGL0C05093g","protein_coding"
"GWK60_C04697","QNG12732.1","CAGL0C05181g","protein_coding"
"GWK60_C04719","QNG12733.1","CAGL0C05203g","protein_coding"
"GWK60_C04741","QNG12734.1","CAGL0C05225g","protein_coding"
"GWK60_C04785","QNG12736.1","CAGL0C05269g","protein_coding"
"GWK60_C04807","QNG12737.1","CAGL0C05291g","protein_coding"
"GWK60_C04829","QNG12738.1","CAGL0C05313g","protein_coding"
"GWK60_C04917","QNG12742.1","CAGL0C05423g","protein_coding"
"GWK60_C04939","QNG12743.1","CAGL0C05445g","protein_coding"
"GWK60_C04961","QNG12744.1","CAGL0C05461g","protein_coding"
"GWK60_C04983","QNG12745.1","CAGL0C05467g","protein_coding"
"GWK60_C05005","QNG12746.1","CAGL0C05489g","protein_coding"
"GWK60_C05027","QNG12747.1","CAGL0C05511g","protein_coding"
"GWK60_C05049","QNG12748.1","CAGL0C05533g","protein_coding"
"GWK60_C05071","QNG12749.1","CAGL0C05555g","protein_coding"
"GWK60_C05093","QNG12750.1","CAGL0C05577g","protein_coding"
"GWK60_C05115","QNG12751.1","CAGL0C05599g","protein_coding"
"GWK60_D00011","QNG12754.1","CAGL0L00157g","protein_coding"
"GWK60_D00033","QNG12755.1","CAGL0L00205g","protein_coding"
"GWK60_D00055","QNG12756.1","CAGL0L00227g","protein_coding"
"GWK60_D00077","QNG12757.1","CAGL0L00297g","protein_coding"
"GWK60_D00121","QNG12759.1","CAGL0L00341g","protein_coding"
"GWK60_D00143","QNG12760.1","CAGL0L00363g","protein_coding"
"GWK60_D00165","QNG12761.1","CAGL0L00385g","protein_coding"
"GWK60_D00187","QNG12762.1","CAGL0L00407g","protein_coding"
"GWK60_D00209","QNG12763.1","CAGL0L00429g","protein_coding"
"GWK60_D00231","QNG12764.1","CAGL0L00451g","protein_coding"
"GWK60_D00253","QNG12765.1","CAGL0L00473g","protein_coding"
"GWK60_D00297","QNG12767.1","CAGL0L00517g","protein_coding"
"GWK60_D00319","QNG12768.1","CAGL0L00539g","protein_coding"
"GWK60_D00341","QNG12769.1","CAGL0L00561g","protein_coding"
"GWK60_D00363","QNG12770.1","CAGL0L00583g","protein_coding"
"GWK60_D00473","QNG12774.1","CAGL0D00352g","protein_coding"
"GWK60_D00495","QNG12775.1","CAGL0D00396g","protein_coding"
"GWK60_D00517","QNG12776.1","CAGL0D00418g","protein_coding"
"GWK60_D00539","QNG12777.1","CAGL0D00440g","protein_coding"
"GWK60_D00561","QNG12778.1","CAGL0D00462g","protein_coding"
"GWK60_D00583","QNG12779.1","CAGL0D00484g","protein_coding"
"GWK60_D00605","QNG12780.1","CAGL0D00506g","protein_coding"
