standard_name	scer_id	scer_gene_name	Orthogroup	score_mean	n_libs
GWK60_F00451	YDR517W	GRH1	OG0002069	0.35	1
GWK60_F00473	YCL040W	GLK1	OG0000539	0.8684356405772473	1
GWK60_F00495	YCL037C	SRO9	OG0000245	0.9051030913530913	1
GWK60_F00517	YGL158W	RCK1	OG0000294	0.55	1
GWK60_F00539	YOR326W	MYO2	OG0000556	0.8684356405772473	1
GWK60_F00561	YOR323C	PRO2	OG0003410	0.8684356405772473	1
GWK60_F00583				0.8684356405772473	1
GWK60_F00605	YOR322C	LDB19	OG0002170	0.8684356405772473	1
GWK60_F00627				0.25	1
GWK60_F00649	YOL051W	GAL11	OG0000525	0.33	1
GWK60_F00671	YOL049W	GSH2	OG0001814	0.8684356405772473	1
GWK60_F00693	YOL048C	RRT8	OG0000297	0.8684356405772473	1
GWK60_F00715	YOL047C	LDS2	OG0004898	0.8684356405772473	1
GWK60_F00737	YOL045W	PSK2	OG0000468	0.438125	1
GWK60_F00759	YOL044W	PEX15	OG0004598	0.35	1
GWK60_F00781	YAL016W	TPD3	OG0000659	0.8684356405772473	1
GWK60_F00803	YOL043C	NTG2	OG0000488	0.8684356405772473	1
GWK60_F00825	YOL042W	NGL1	OG0003961	0.8684356405772473	1
GWK60_F00847	YOL041C	NOP12	OG0002946	0.8684356405772473	1
GWK60_F00869	YOL040C	RPS15	OG0002722	0.8684356405772473	1
GWK60_F00891	YOL031C	SIL1	OG0002055	0.35	1
GWK60_F00913	YOL032W	OPI10	OG0001353	0.29	1
GWK60_F00935	YOL033W	MSE1	OG0002385	0.8684356405772473	1
GWK60_F00957	YOL034W	SMC5	OG0001893	0.5837390350877193	1
GWK60_F00979	YOL036W	YOL036W	OG0003455	0.8684356405772473	1
GWK60_F01001	YOL038W	PRE6	OG0003367	0.8684356405772473	1
GWK60_F01023				0.24	1
GWK60_F01045	YOL027C	MDM38	OG0000303	0.49	1
GWK60_F01067	YOL029C	YOL029C	OG0000335	0.34	1
GWK60_F01089	YOL030W	GAS5	OG0003267	0.25	1
GWK60_F01133	YOR017W	PET127	OG0003162	0.52	1
GWK60_F01177	YOR014W	RTS1	OG0002588	0.8684356405772473	1
GWK60_F01199	YIL013C	PDR11	OG0004273	0.74	1
GWK60_F01221	YER011W	TIR1	OG0000002	0.09	1
GWK60_F01243	YOR009W	TIR4	OG0000002	0.16	1
GWK60_F01265	YOR008C	SLG1	OG0000213	0.8684356405772473	1
GWK60_F01287	YLR069C	MEF1	OG0001172	0.8684356405772473	1
GWK60_F01309	YLR068W	FYV7	OG0001190	0.8684356405772473	1
GWK60_F01331	YLR067C	PET309	OG0003475	0.6	1
GWK60_F01353	YLR066W	SPC3	OG0003204	0.8684356405772473	1
GWK60_F01375	YLR065C	SND2	OG0003822	0.34	1
GWK60_F01397	YLR064W	PER33	OG0000233	0.8684356405772473	1
GWK60_F01419	YLR063W	BMT6	OG0002659	0.29	1
GWK60_F01441	YFL034C	RPL22A	OG0000817	0.8684356405772473	1
GWK60_F01463	YLR060W	FRS1	OG0001352	0.8684356405772473	1
GWK60_F01485	YLR059C	REX2	OG0001217	0.18	1
GWK60_F01507	YLR058C	SHM2	OG0000128	0.35	1
GWK60_F01529	YLR057W	MNL2	OG0004086	0.34	1
GWK60_F01551	YLR056W	ERG3	OG0002697	0.34	1
GWK60_F01573				0.29	1
GWK60_F01595	YLR055C	SPT8	OG0001639	0.58	1
GWK60_F01617	YLR054C	OSW2	OG0004274	0.44	1
GWK60_F01639				0.8684356405772473	1
GWK60_F01661	YLR052W	IES3	OG0004275	0.26	1
GWK60_F01683	YLR051C	FCF2	OG0002081	0.8684356405772473	1
GWK60_F01705	YFL018C	LPD1	OG0002743	0.8684356405772473	1
GWK60_F01727	YLR049C	MLO50	OG0004167	0.25	1
GWK60_F01749	YLR050C	EMA19	OG0001748	0.18	1
GWK60_F01771	YFL010C	WWM1	OG0002535	0.19	1
GWK60_F01793	YPL018W	CTF19	OG0004276	0.8684356405772473	1
GWK60_F01815				0.85	1
GWK60_F01837	YFL008W	SMC1	OG0002824	0.8684356405772473	1
GWK60_F01859	YFL007W	BLM10	OG0000675	0.39	1
GWK60_F01881	YFL005W	SEC4	OG0001102	0.8684356405772473	1
GWK60_F01903	YPL019C	VTC3	OG0000794	0.32	1
GWK60_F01925	YFL003C	MSH4	OG0003901	0.35	1
GWK60_F01969	YFR006W	YFR006W	OG0000636	0.28	1
GWK60_F01991	YFR003C	YPI1	OG0001225	0.8684356405772473	1
GWK60_F02013	YFR002W	NIC96	OG0000682	0.43	1
GWK60_F02035	YFR001W	LOC1	OG0001757	0.8684356405772473	1
GWK60_F02057	YFR007W	YFH7	OG0003929	0.28	1
GWK60_F02079	YFR008W	FAR7	OG0004277	0.28	1
GWK60_F02101	YCR037C	PHO87	OG0000144	0.35	1
GWK60_F02145	YJL200C	ACO2	OG0001440	0.36	1
GWK60_F02167	YJL201W	ECM25	OG0002063	0.39	1
GWK60_F02189	YJL203W	PRP21	OG0001427	0.22	1
GWK60_F02211	YJL204C	RCY1	OG0002039	0.82	1
GWK60_F02233	YJL205C	NCE101	OG0004571	1.0	1
GWK60_F02255	YJL206C	YJL206C	OG0000278	0.51	1
GWK60_F02277	YDR398W	UTP5	OG0002974	0.8684356405772473	1
GWK60_F02299	YDR399W	HPT1	OG0000285	1.0	1
GWK60_F02321	YDR400W	URH1	OG0001434	0.8684356405772473	1
GWK60_F02343	YDR402C	DIT2	OG0000013	0.8684356405772473	1
GWK60_F02365	YDR403W	DIT1	OG0003763	0.3	1
GWK60_F02387	YDR404C	RPB7	OG0002429	0.8684356405772473	1
GWK60_F02409	YDR405W	MRP20	OG0003222	0.8684356405772473	1
GWK60_F02431	YDR406W	PDR15	OG0000003	0.33	1
GWK60_F02453	YDR407C	TRS120	OG0001545	0.8684356405772473	1
GWK60_F02475	YDR408C	ADE8	OG0001653	0.24	1
GWK60_F02497	YOR156C	NFI1	OG0000607	0.36	1
GWK60_F02519	YDR410C	STE14	OG0001727	0.8684356405772473	1
GWK60_F02541	YDR411C	DFM1	OG0001003	0.3	1
GWK60_F02563	YDR412W	RRP17	OG0002641	0.8684356405772473	1
GWK60_F02585	YDR414C	ERD1	OG0002176	0.8684356405772473	1
GWK60_F02607	YDR415C	YDR415C	OG0003388	0.25	1
GWK60_F02629	YDR416W	SYF1	OG0001507	0.8684356405772473	1
GWK60_F02651	YDR418W	RPL12B	OG0000862	0.8684356405772473	1
GWK60_F02673	YDR419W	RAD30	OG0003415	0.55	1
GWK60_F02717	YDR420W	HKR1	OG0000250	0.38	1
GWK60_F02739	YDR421W	ARO80	OG0000805	0.8684356405772473	1
GWK60_F02761	YDR422C	SIP1	OG0004599	0.31	1
GWK60_F02783	YDR423C	CAD1	OG0004899	0.36	1
GWK60_F02805	YDR424C	DYN2	OG0003758	0.8684356405772473	1
GWK60_F02827	YDR425W	SNX41	OG0000204	0.39	1
GWK60_F02849	YDR427W	RPN9	OG0001849	0.8684356405772473	1
GWK60_F02871	YDR430C	CYM1	OG0001400	0.38	1
GWK60_F02893	YDR434W	GPI17	OG0000481	0.8684356405772473	1
GWK60_F02915	YDR435C	PPM1	OG0002249	0.8684356405772473	1
GWK60_F02937	YDR436W	PPZ2	OG0000030	0.31	1
GWK60_F02959	YHR079C	IRE1	OG0003147	0.59	1
GWK60_F02981	YHR079C	nan	OG0003999	0.8684356405772473	1
GWK60_F03003	YHR080C	LAM4	OG0000063	0.41	1
GWK60_F03025	YHR081W	LRP1	OG0002966	0.8684356405772473	1
GWK60_F03047	YHR082C	KSP1	OG0001629	0.8684356405772473	1
GWK60_F03069	YMR270C	RRN9	OG0003554	0.8684356405772473	1
GWK60_F03113	YMR272C	SCS7	OG0002959	0.33	1
GWK60_F03135	YMR273C	ZDS1	OG0000463	0.6	1
GWK60_F03157	YMR274C	RCE1	OG0003611	1.0	1
GWK60_F03179	YNR068C	YNR068C	OG0000437	0.31	1
GWK60_F03201	YJL184W	GON7	OG0003716	1.0	1
GWK60_F03223	YPL169C	MEX67	OG0002360	0.8684356405772473	1
GWK60_F03245	YPL170W	DAP1	OG0003232	0.8684356405772473	1
GWK60_F03267				0.8684356405772473	1
GWK60_F03289	YPL175W	SPT14	OG0002837	0.8684356405772473	1
GWK60_F03311	YPL174C	NIP100	OG0000193	0.4	1
GWK60_F03333				0.21	1
GWK60_F03355	YPL173W	MRPL40	OG0002750	0.3	1
GWK60_F03377	YPL172C	COX10	OG0001438	0.38	1
GWK60_F03399	YOR267C	HRK1	OG0000121	1.0	1
GWK60_F03421	YMR214W	SCJ1	OG0002687	0.28	1
GWK60_F03443	YMR213W	CEF1	OG0002481	0.8684356405772473	1
GWK60_F03465	YMR212C	EFR3	OG0000832	0.6	1
GWK60_F03487	YMR211W	DML1	OG0002032	1.0	1
GWK60_F03509	YMR210W	MGL2	OG0001359	0.41	1
GWK60_F03531	YMR209C	YMR209C	OG0003484	0.8684356405772473	1
GWK60_F03553	YMR208W	ERG12	OG0003280	0.8684356405772473	1
GWK60_F03575	YMR215W	GAS3	OG0004087	0.37	1
GWK60_F03597	YMR216C	SKY1	OG0000453	0.8684356405772473	1
GWK60_F03619	YMR217W	GUA1	OG0002259	0.8684356405772473	1
GWK60_F03641	YMR218C	TRS130	OG0000946	0.8684356405772473	1
GWK60_F03663				0.8684356405772473	1
GWK60_F03685	YMR220W	ERG8	OG0001188	1.0	1
GWK60_F03707	YMR221C	FMP42	OG0000628	0.35	1
GWK60_F03729	YBR083W	TEC1	OG0000596	0.36	1
GWK60_F03751				0.8684356405772473	1
GWK60_F03773	YBL028C	YBL028C	OG0003606	0.26	1
GWK60_F03795	YBL029W	YBL029W	OG0001267	0.33	1
GWK60_F03817	YBL029C	nan	OG0002792	0.25	1
GWK60_F03839	YBL030C	PET9	OG0000561	0.37	1
GWK60_F03861	YBL031W	SHE1	OG0004600	0.38	1
GWK60_F03883	YBL032W	HEK2	OG0001380	0.8684356405772473	1
GWK60_F03905	YBL033C	RIB1	OG0001995	0.8684356405772473	1
GWK60_F03927	YBL034C	STU1	OG0000866	0.8684356405772473	1
GWK60_F03949	YBL035C	POL12	OG0001369	0.8684356405772473	1
GWK60_F03971	YBR086C	IST2	OG0001894	0.57	1
GWK60_F03993	YBL036C	YBL036C	OG0002371	0.8684356405772473	1
GWK60_F04015	YBL037W	APL3	OG0003014	0.8684356405772473	1
GWK60_F04037	YBL038W	MRPL16	OG0002035	0.8684356405772473	1
GWK60_F04059	YJR103W	URA8	OG0001079	0.8684356405772473	1
GWK60_F04081	YBL040C	ERD2	OG0003067	0.8684356405772473	1
GWK60_F04103	YBL041W	PRE7	OG0003411	0.8684356405772473	1
GWK60_F04125	YBL042C	FUI1	OG0000129	0.37	1
GWK60_F04147	YBL043W	ECM13	OG0003452	0.21	1
GWK60_F04169	YBL045C	COR1	OG0003571	0.8684356405772473	1
GWK60_F04191	YBL046W	PSY4	OG0003729	1.0	1
GWK60_F04213	YBL047C	EDE1	OG0002293	1.0	1
GWK60_F04235	YBL049W	MOH1	OG0000683	0.8684356405772473	1
GWK60_F04257	YBL050W	SEC17	OG0002003	0.8684356405772473	1
GWK60_F04301	YLR257W	YLR257W	OG0004278	0.8684356405772473	1
GWK60_F04323	YLR258W	GSY2	OG0000412	0.35	1
GWK60_F04345	YOL016C	CMK2	OG0000382	0.8684356405772473	1
GWK60_F04367	YOL017W	ESC8	OG0000327	0.8684356405772473	1
GWK60_F04389	YIL135C	VHS2	OG0003448	0.8684356405772473	1
GWK60_F04411	YIL136W	OM45	OG0004279	0.33	1
GWK60_F04433	YPR154W	PIN3	OG0000646	0.8684356405772473	1
GWK60_F04455	YPR155C	NCA2	OG0003359	0.39	1
GWK60_F04477	YGR143W	SKN1	OG0000170	0.8684356405772473	1
GWK60_F04499	YPR160W	GPH1	OG0003431	0.36	1
GWK60_F04521	YLR273C	PIG1	OG0000697	0.8684356405772473	1
GWK60_F04543	YLR274W	MCM5	OG0002904	0.8684356405772473	1
GWK60_F04565	YLR275W	SMD2	OG0003865	0.8684356405772473	1
GWK60_F04587	YLR276C	DBP9	OG0002011	0.8684356405772473	1
GWK60_F04609	YLR277C	YSH1	OG0003377	0.8684356405772473	1
GWK60_F04631	YLR281C	RSO55	OG0001388	0.8684356405772473	1
GWK60_F04653	YLR283W	PUT7	OG0003182	0.37	1
GWK60_F04675	YLR284C	ECI1	OG0000388	0.32	1
GWK60_F04697	YLR412W	BER1	OG0003118	0.8684356405772473	1
GWK60_F04719	YLR413W	INA1	OG0003453	0.8684356405772473	1
GWK60_F04741				0.37	1
GWK60_F04763	YDR485C	VPS72	OG0002264	0.8684356405772473	1
GWK60_F04785	YDR484W	VPS52	OG0003370	0.8684356405772473	1
GWK60_F04807				0.8684356405772473	1
GWK60_F04829	YBR152W	SPP381	OG0004280	0.8684356405772473	1
GWK60_F04851	YBR151W	APD1	OG0000222	0.39	1
GWK60_F04873	YLR229C	CDC42	OG0000165	0.8684356405772473	1
GWK60_F04917	YDR210W	CPP2	OG0004281	0.8684356405772473	1
GWK60_F04939	YDR208W	MSS4	OG0003630	0.8684356405772473	1
GWK60_F04961	YDR207C	UME6	OG0000021	0.8684356405772473	1
GWK60_F04983				0.55	1
GWK60_F05005	YDR205W	MSC2	OG0000172	0.3	1
GWK60_F05027	YDR204W	COQ4	OG0003402	0.8684356405772473	1
GWK60_F05049	YDR202C	RAV2	OG0002390	0.38	1
GWK60_F05071	YDR201W	SPC19	OG0003604	0.8684356405772473	1
GWK60_F05093	YDR200C	VPS64	OG0000461	0.8684356405772473	1
GWK60_F05115	YDR198C	RKM2	OG0003223	0.8684356405772473	1
GWK60_F05137	YDR197W	CBS2	OG0004282	0.8684356405772473	1
GWK60_F05159	YDR196C	CAB5	OG0001214	1.0	1
GWK60_F05181	YDR194C	MSS116	OG0000868	0.37	1
GWK60_F05203	YDR192C	NUP42	OG0000256	0.29	1
GWK60_F05225	YDR191W	HST4	OG0004088	0.8684356405772473	1
GWK60_F05247	YDR190C	RVB1	OG0001916	0.8684356405772473	1
GWK60_F05269	YDR189W	SLY1	OG0002503	0.8684356405772473	1
GWK60_F05291	YDR186C	SND1	OG0004283	0.8684356405772473	1
GWK60_F05313	YDR184C	ATC1	OG0004284	0.8684356405772473	1
GWK60_F05335	YDR183W	PLP1	OG0003968	0.39	1
GWK60_F05357	YDR182W	CDC1	OG0000622	0.8684356405772473	1
GWK60_F05379	YDR181C	SAS4	OG0003251	0.8684356405772473	1
GWK60_F05401	YDR180W	SCC2	OG0001932	0.8684356405772473	1
GWK60_F05423	YDR179W	nan	OG0004089	0.35	1
GWK60_F05445	YDR179C	CSN9	OG0004285	0.8684356405772473	1
GWK60_F05467	YLR164W	SHH4	OG0000142	0.36	1
GWK60_F05489	YMR032W	HOF1	OG0004286	0.56	1
GWK60_F05511	YMR033W	ARP9	OG0001385	0.8684356405772473	1
GWK60_F05533	YDR182W	RCH1	OG0000638	0.33	1
GWK60_F05555	YMR035W	IMP2	OG0003674	0.12	1
GWK60_F05577	YMR036C	MIH1	OG0003318	0.8684356405772473	1
GWK60_F05599	YMR037C	MSN2	OG0000042	0.8684356405772473	1
GWK60_F05621	YMR038C	CCS1	OG0003562	0.8684356405772473	1
GWK60_F05643	YMR039C	SUB1	OG0003420	0.8684356405772473	1
GWK60_F05665	YMR041C	ARA2	OG0003167	0.31	1
GWK60_F05709	YKL069W	YKL069W	OG0001250	0.36	1
GWK60_F05731	YMR048W	CSM3	OG0001985	0.8684356405772473	1
GWK60_F05753	YMR047C	NUP116	OG0000436	0.41	1
GWK60_F05797	YMR044W	IOC4	OG0002761	0.8684356405772473	1
GWK60_F05819	YMR043W	MCM1	OG0000328	0.8684356405772473	1
GWK60_F05841	YMR042W	ARG80	OG0000328	0.8684356405772473	1
GWK60_F05885	YMR053C	STB2	OG0000555	0.53	1
GWK60_F05907	YMR054W	STV1	OG0000171	0.52	1
GWK60_F05929	YKL073W	LHS1	OG0002459	0.49	1
GWK60_F05951	YMR055C	BUB2	OG0003663	0.8684356405772473	1
GWK60_F05973	YMR058W	FET3	OG0000098	0.8684356405772473	1
GWK60_F05995	YMR059W	SEN15	OG0003743	0.8684356405772473	1
GWK60_F06017	YMR060C	SAM37	OG0002393	0.8684356405772473	1
GWK60_F06039	YMR061W	RNA14	OG0002667	0.8684356405772473	1
GWK60_F06061	YMR062C	ARG7	OG0001263	0.8684356405772473	1
GWK60_F06083	YKL078W	DHR2	OG0001467	0.8684356405772473	1
GWK60_F06105	YMR063W	RIM9	OG0000140	0.8684356405772473	1
GWK60_F06127	YMR064W	AEP1	OG0001105	0.8684356405772473	1
GWK60_F06149	YMR065W	KAR5	OG0001119	0.3	1
GWK60_F06171	YMR064W	AEP1	OG0001105	0.8684356405772473	1
GWK60_F06193	YMR067C	UBX4	OG0001656	0.8684356405772473	1
GWK60_F06215	YMR068W	AVO2	OG0001472	0.34	1
GWK60_F06237	YHR005C	GPA1	OG0001719	0.8684356405772473	1
GWK60_F06259	YHR005C	nan	OG0000896	0.8684356405772473	1
GWK60_F06281				0.8684356405772473	1
GWK60_F06303	YIR022W	SEC11	OG0001837	0.8684356405772473	1
GWK60_F06325	YIR023W	DAL81	OG0000845	0.8684356405772473	1
GWK60_F06347	YIR024C	INA22	OG0004287	0.8684356405772473	1
GWK60_F06369	YIR025W	MND2	OG0003559	0.3	1
GWK60_F06391	YIR026C	YVH1	OG0003584	0.3	1
GWK60_F06413	YIR033W	MGA2	OG0000369	0.8684356405772473	1
GWK60_F06435	YKL021C	MAK11	OG0001675	0.35	1
GWK60_F06457	YIR034C	LYS1	OG0002210	0.8684356405772473	1
GWK60_F06479	YIR035C	NRE1	OG0000307	0.37	1
GWK60_F06501	YIR036C	IRC24	OG0000307	0.36	1
GWK60_F06523	YBR218C	PYC2	OG0000546	0.39	1
GWK60_F06545	YGL061C	DUO1	OG0004288	0.8684356405772473	1
GWK60_F06567	YGL060W	YBP2	OG0000376	0.41	1
GWK60_F06589	YGL059W	PKP2	OG0003844	0.23	1
GWK60_F06611	YGL125W	MET13	OG0001521	0.8684356405772473	1
GWK60_F06633	YGL124C	MON1	OG0002619	0.39	1
GWK60_F06655	YGL123W	RPS2	OG0001378	0.8684356405772473	1
GWK60_F06677	YGL122C	NAB2	OG0001970	0.36	1
GWK60_F06699	YGL121C	GPG1	OG0004900	0.8684356405772473	1
GWK60_F06721	YGL120C	PRP43	OG0000152	0.8684356405772473	1
GWK60_F06743	YGL119W	COQ8	OG0002286	0.8684356405772473	1
GWK60_F06787	YGL112C	TAF6	OG0001052	0.8684356405772473	1
GWK60_F06809	YGL113W	SLD3	OG0003700	0.8684356405772473	1
GWK60_F06831	YGL114W	YGL114W	OG0003207	0.8684356405772473	1
GWK60_F06853	YGL115W	SNF4	OG0000523	0.8684356405772473	1
GWK60_F06875	YGL116W	CDC20	OG0003314	0.8684356405772473	1
GWK60_F06897	YGL117W	ARO5	OG0003976	0.8684356405772473	1
GWK60_F06919	YGL112C	TAF6	OG0001052	0.8684356405772473	1
GWK60_F06941	YGL111W	NSA1	OG0002748	0.8684356405772473	1
GWK60_F06963	YGL110C	CUE3	OG0002901	0.8684356405772473	1
GWK60_F06985	YGL108C	YGL108C	OG0004289	1.0	1
GWK60_F07007				0.8684356405772473	1
GWK60_F07029	YGL106W	MLC1	OG0001868	0.8684356405772473	1
GWK60_F07051	YKL093W	MBR1	OG0003456	1.0	1
GWK60_F07073	YKL094W	YJU3	OG0002736	0.34	1
GWK60_F07095	YKL095W	YJU2	OG0001430	0.8684356405772473	1
GWK60_F07117	YKL096W	nan	OG0000243	0.28	1
GWK60_F07139	YKL096W	nan	OG0000243	0.8684356405772473	1
GWK60_F07161	YKL098W	MTC2	OG0004090	0.8684356405772473	1
GWK60_F07183	YKL099C	UTP11	OG0002202	0.8684356405772473	1
GWK60_F07205	YMR164C	MSS11	OG0000216	0.29	1
GWK60_F07227	YMR165C	PAH1	OG0002811	0.8684356405772473	1
GWK60_F07249	YMR166C	MME1	OG0001824	0.8684356405772473	1
GWK60_F07271	YMR167W	MLH1	OG0002090	0.31	1
GWK60_F07293	YMR168C	CEP3	OG0004290	0.8684356405772473	1
GWK60_F07315	YMR169C	ALD3	OG0000015	0.28	1
GWK60_F07337	YMR171C	EAR1	OG0002574	0.32	1
GWK60_F07359	YGL141W	HUL5	OG0003141	0.8684356405772473	1
GWK60_F07381	YGL142C	GPI10	OG0001204	0.8684356405772473	1
GWK60_F07403	YDR213W	UPC2	OG0000409	0.41	1
GWK60_F07425	YDR212W	TCP1	OG0002405	0.8684356405772473	1
GWK60_F07447	YBR150C	TBS1	OG0000112	0.8684356405772473	1
GWK60_F07469	YGR235C	MIC26	OG0000513	0.8684356405772473	1
GWK60_F07491	YGR236C	SPG1	OG0004291	0.8684356405772473	1
GWK60_F07513	YGR237C	YGR237C	OG0003481	0.38	1
GWK60_F07535	YGR238C	KEL2	OG0000401	0.39	1
GWK60_F07557	YGR239C	PEX21	OG0004292	0.35	1
GWK60_F07579	YGR240C	PFK1	OG0000126	0.8684356405772473	1
GWK60_F07601	YGR241C	YAP1802	OG0000464	0.26	1
GWK60_F07623	YGR243W	MPC3	OG0000518	0.8684356405772473	1
GWK60_F07645	YGR244C	LSC2	OG0002569	0.37	1
GWK60_F07667	YGR245C	SDA1	OG0002147	0.8684356405772473	1
GWK60_F07689	YGR246C	BRF1	OG0001274	0.8684356405772473	1
GWK60_F07711	YGR247W	CPD1	OG0002047	0.8684356405772473	1
GWK60_F07733	YGR249W	MGA1	OG0000054	0.8684356405772473	1
GWK60_F07755	YGR250C	RIE1	OG0004601	0.8684356405772473	1
GWK60_F07777	YGR255C	COQ6	OG0000802	0.8684356405772473	1
GWK60_F07799				0.36	1
GWK60_F07821	YGR252W	GCN5	OG0002757	0.8684356405772473	1
GWK60_F07843	YGR257C	MTM1	OG0001199	0.8684356405772473	1
GWK60_F07865	YGR258C	RAD2	OG0003297	0.8684356405772473	1
GWK60_F07909	YGR260W	TNA1	OG0000044	0.8684356405772473	1
GWK60_F07931	YGR261C	APL6	OG0002483	0.8684356405772473	1
GWK60_F07953	YGR262C	BUD32	OG0001339	0.8684356405772473	1
GWK60_F07975	YGR263C	SAY1	OG0000055	0.33	1
GWK60_F07997	YGR264C	MES1	OG0001884	0.8684356405772473	1
GWK60_F08019	YGR266W	YGR266W	OG0002022	0.36	1
GWK60_F08041	YGR267C	FOL2	OG0002302	0.8684356405772473	1
GWK60_F08063	YGR001C	EFM5	OG0001700	0.8684356405772473	1
GWK60_F08085	YAL003W	EFB1	OG0001201	0.8684356405772473	1
GWK60_F08107	YLR321C	SFH1	OG0000678	0.3	1
GWK60_F08129	YLR315W	NKP2	OG0004293	0.8684356405772473	1
GWK60_F08151	YGR002C	SWC4	OG0002651	0.8684356405772473	1
GWK60_F08173	YGR003W	CUL3	OG0002315	0.36	1
GWK60_F08195	YGR004W	PEX31	OG0000677	0.8684356405772473	1
GWK60_F08217	YGR005C	TFG2	OG0001539	0.8684356405772473	1
GWK60_F08239	YGR006W	PRP18	OG0003099	0.8684356405772473	1
GWK60_F08261	YGR007W	ECT1	OG0002041	0.32	1
GWK60_F08283	YGR008C	STF2	OG0000712	0.8684356405772473	1
GWK60_F08305	YGR012W	MCY1	OG0002552	0.34	1
GWK60_F08327	YGR013W	SNU71	OG0000893	0.8684356405772473	1
GWK60_F08349	YGR014W	MSB2	OG0000250	0.8684356405772473	1
GWK60_F08371	YGR015C	EAT1	OG0004294	0.8684356405772473	1
GWK60_F08393	YGR016W	YGR016W	OG0004295	0.8684356405772473	1
GWK60_F08437	YHR038W	RRF1	OG0003277	0.8684356405772473	1
GWK60_F08459	YHR039C	MSC7	OG0002630	0.8684356405772473	1
GWK60_F08481	YHR039C	nan	OG0002366	0.8684356405772473	1
GWK60_F08503	YHR040W	BCD1	OG0002818	0.8684356405772473	1
GWK60_F08525	YHR203C	RPS4B	OG0000363	0.8684356405772473	1
GWK60_F08547	YHR204W	MNL1	OG0003797	0.8684356405772473	1
GWK60_F08569	YHR205W	SCH9	OG0002595	0.8684356405772473	1
GWK60_F08591	YHR206W	SKN7	OG0002345	0.8684356405772473	1
GWK60_F08613	YHR207C	SET5	OG0003513	0.36	1
GWK60_F08635				0.11	1
GWK60_F08657	YER182W	FMP10	OG0003689	0.3	1
GWK60_F08679	YER183C	FAU1	OG0001322	0.8684356405772473	1
GWK60_F08701	YHR208W	BAT1	OG0000248	0.38	1
GWK60_F08723	YER184C	TOG1	OG0000475	0.8684356405772473	1
GWK60_F08745				0.8684356405772473	1
GWK60_G00011				0.8171256289290345	1
GWK60_G00033				0.9051030913530913	1
GWK60_G00055	YGR285C	ZUO1	OG0001941	0.8684356405772473	1
GWK60_G00077	YGR284C	ERV29	OG0002583	0.4	1
GWK60_G00099	YGR282C	BGL2	OG0002643	0.24	1
GWK60_G00121	YGR281W	YOR1	OG0000394	0.59	1
GWK60_G00143	YGR280C	PXR1	OG0003333	0.46	1
GWK60_G00165	YMR307W	GAS1	OG0000066	0.26	1
GWK60_G00187				0.05	1
GWK60_G00209	YMR305C	SCW10	OG0000205	0.2	1
GWK60_G00231	YGR278W	CWC22	OG0000880	0.8684356405772473	1
GWK60_G00253	YGR277C	CAB4	OG0002589	0.8684356405772473	1
GWK60_G00275	YGR276C	RNH70	OG0001010	0.85	1
GWK60_G00297	YGR275W	RTT102	OG0004296	0.34	1
GWK60_G00319	YGR274C	TAF1	OG0002723	0.36	1
GWK60_G00341	YMR296C	LCB1	OG0003191	0.51	1
GWK60_G00363				0.3	1
GWK60_G00385	YGR271C	nan	OG0002161	0.35	1
GWK60_G00407	YGR271W	SLH1	OG0000153	0.84	1
GWK60_G00429	YGR270W	YTA7	OG0001379	0.7641594480081321	1
GWK60_G00451	YGR268C	HUA1	OG0002506	0.12	1
GWK60_G00473	YGL001C	ERG26	OG0003268	0.8684356405772473	1
GWK60_G00517	YAR002W	NUP60	OG0003031	0.57	1
GWK60_G00539	YGL002W	ERP6	OG0000159	1.0	1
GWK60_G00561	YAR003W	SWD1	OG0002053	0.21	1
GWK60_G00583	YAR007C	RFA1	OG0000971	0.8684356405772473	1
GWK60_G00605	YAR008W	SEN34	OG0002682	0.8684356405772473	1
GWK60_G00649	YLR329W	REC102	OG0004297	0.8684356405772473	1
GWK60_G00671	YLR330W	CHS5	OG0002386	0.36	1
GWK60_G00693				0.11	1
GWK60_G00715	YLR332W	MID2	OG0003457	0.17	1
GWK60_G00759	YLR335W	NUP2	OG0002523	0.3	1
GWK60_G00781	YLR336C	SGD1	OG0003309	0.8684356405772473	1
GWK60_G00803	YGR029W	ERV1	OG0002335	1.0	1
GWK60_G00825	YLR337C	VRP1	OG0001333	0.35	1
GWK60_G00847	YLR340W	RPP0	OG0002038	0.8684356405772473	1
GWK60_G00869	YLR341W	SPO77	OG0004298	0.28	1
GWK60_G00891	YGR032W	GSC2	OG0000048	0.62	1
GWK60_G00913	YLR343W	GAS2	OG0000066	0.34	1
GWK60_G00935	YGR034W	RPL26B	OG0000913	0.8684356405772473	1
GWK60_G00957	YLR345W	YLR345W	OG0003043	0.38	1
GWK60_G00979				0.8684356405772473	1
GWK60_G01001	YLR347C	KAP95	OG0001638	0.8684356405772473	1
GWK60_G01023	YLR348C	DIC1	OG0003647	0.18	1
GWK60_G01045	YGR038W	ORM1	OG0000679	0.38	1
GWK60_G01067	YLR351C	NIT3	OG0002404	0.25	1
GWK60_G01089	YGL203C	KEX1	OG0001060	0.62	1
GWK60_G01111	YGL202W	ARO8	OG0000673	0.8684356405772473	1
GWK60_G01133	YNL050C	YNL050C	OG0001286	0.16	1
GWK60_G01155	YNL051W	COG5	OG0001535	0.8684356405772473	1
