standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood,sample,feature_id,condition,background,pool
GWK60_I02343,GWK60_I02343,ORF,CP048238.1,263271,264908,C,1638,3,169,0.00183150183150183,0.33679833679833676,0.06051202482544608,1180,0.7203907203907204,0.7203903107404809,-17.196550712488644,0,0,0,0,0,546,183.8918918918919,yH299-parent-pool3,GWK60_I02343,parent,yH299,3
GWK60_I02365,GWK60_I02365,ORF,CP048238.1,265270,265947,W,678,3,422,0.00442477876106194,0.8345703682557807,0.3332371747862566,440,0.6489675516224189,0.643564187369748,-15.881427795506395,1,0,0,0,0,226,188.6129032258065,yH299-parent-pool3,GWK60_I02365,parent,yH299,3
GWK60_I02409,GWK60_I02409,ORF,CP048238.1,266866,268104,C,1239,0,0,0,0,0,1239,1,0.9999692626102686,-24.605941648626345,0,0,0,0,0,9999,148.92,yH299-parent-pool3,GWK60_I02409,parent,yH299,3
GWK60_I02431,GWK60_I02431,ORF,CP048238.1,268561,269622,C,1062,1,112,9.4161958568738e-4,0.13969868173258002,0.03547420385899642,668,0.6290018832391714,0.6288883938794333,-17.785762686211157,0,0,0,0,0,1062,148.36,yH299-parent-pool3,GWK60_I02431,parent,yH299,3
GWK60_I02453,GWK60_I02453,ORF,CP048238.1,270662,271552,C,891,1,1,0.00112233445566778,0.1592779648335204,4.0930147823807e-4,793,0.8900112233445566,0.8891240928488746,-23.605941648626345,0,0,0,0,0,891,141.91666666666666,yH299-parent-pool3,GWK60_I02453,parent,yH299,3
GWK60_I02475,GWK60_I02475,ORF,CP048238.1,271873,272127,W,255,1,518,0.00392156862745098,0.541093032957864,0.7065785765067666,205,0.803921568627451,0.5097952790478987,-15.586350920268464,0,0,0,0,0,255,137.9787234042553,yH299-parent-pool3,GWK60_I02475,parent,yH299,3
GWK60_I02497,GWK60_I02497,ORF,CP048238.1,272411,274027,C,1617,0,0,0,0,0,1617,1,0.999999298468968,-24.605941648626345,0,0,0,0,0,9999,142.66,yH299-parent-pool3,GWK60_I02497,parent,yH299,3
GWK60_I02519,GWK60_I02519,ORF,CP048238.1,274388,276505,W,2118,31,19372,0.01463644948064211,1.4950645262826567,2.2873375463443235,304,0.14353163361661944,0.14353163294491308,-10.364181889735976,2,0,0,0,0,68.3225806451613,102.14666666666666,yH299-parent-pool3,GWK60_I02519,parent,yH299,3
GWK60_I02541,GWK60_I02541,ORF,CP048238.1,278176,279525,W,1350,6,2172,0.00444444444444444,0.452875816993464,0.3808024290729671,457,0.3385185185185185,0.33851508932897906,-13.520469189445064,0,0,0,0,0,225,101.8970588235294,yH299-parent-pool3,GWK60_I02541,parent,yH299,3
GWK60_I02563,GWK60_I02563,ORF,CP048238.1,279999,281180,C,1182,6,4497,0.00507614213197969,0.48168684107770393,0.8653187315241361,959,0.811336717428088,0.8112926207663175,-12.470873702848529,0,0,0,0,0,197,94.8923076923077,yH299-parent-pool3,GWK60_I02563,parent,yH299,3
GWK60_I02585,GWK60_I02585,ORF,CP048238.1,281454,282434,W,981,1,1,0.00101936799184505,0.08588497916102145,1.9523806841967e-4,627,0.6391437308868502,0.6388845622225565,-23.605941648626345,2,0,0,0,0,981,84.25316455696202,yH299-parent-pool3,GWK60_I02585,parent,yH299,3
GWK60_I02607,GWK60_I02607,ORF,CP048238.1,282796,283740,W,945,0,0,0,0,0,945,1,0.9994188962656984,-24.605941648626345,0,0,0,0,0,9999,80.67441860465117,yH299-parent-pool3,GWK60_I02607,parent,yH299,3
GWK60_I02629,GWK60_I02629,ORF,CP048238.1,284075,285034,C,960,11,15062,0.01145833333333333,0.9181322674418604,2.973594398910861,299,0.31145833333333334,0.3113025415301909,-10.727220138237325,2,0,0,0,0,87.27272727272727,80.12790697674419,yH299-parent-pool3,GWK60_I02629,parent,yH299,3
GWK60_I02651,GWK60_I02651,ORF,CP048238.1,285848,288349,W,2502,8,5225,0.0031974420463629,0.28245268953376623,0.4132505724592237,747,0.29856115107913667,0.29856115104910536,-12.254450239306324,3,0,0,0,0,312.75,88.33707865168539,yH299-parent-pool3,GWK60_I02651,parent,yH299,3
GWK60_I02673,GWK60_I02673,ORF,CP048238.1,288968,291283,C,2316,4,1140,0.00172711571675302,0.14957625416716874,0.09985602194359933,1325,0.5721070811744386,0.5721070808047756,-14.449858572337662,0,0,0,0,0,579,86.6046511627907,yH299-parent-pool3,GWK60_I02673,parent,yH299,3
GWK60_I02695,GWK60_I02695,ORF,CP048238.1,293320,295131,W,1812,6,4054,0.00331125827814569,0.2700215616818112,0.41412143401161927,1589,0.8769315673289183,0.8769314798026099,-12.62045544952171,0,0,0,0,0,302,81.54651162790698,yH299-parent-pool3,GWK60_I02695,parent,yH299,3
GWK60_I02717,IDH2,ORF,CP048238.1,295491,296597,C,1107,3,315,0.002710027100271,0.25170893499979774,0.05608857361894071,521,0.4706413730803975,0.47058722423737337,-16.30216090044924,1,0,0,0,0,369,92.88059701492536,yH299-parent-pool3,GWK60_I02717,parent,yH299,3
GWK60_I02739,GWK60_I02739,ORF,CP048238.1,297523,298659,C,1137,7,14301,0.00615655233069481,0.622660965031996,2.738432557269098,783,0.6886543535620053,0.6885956553350933,-10.802012360651895,1,0,0,0,0,162.42857142857142,101.13793103448276,yH299-parent-pool3,GWK60_I02739,parent,yH299,3
GWK60_I02761,GWK60_I02761,ORF,CP048238.1,299916,301523,C,1608,1,342,6.2189054726368e-4,0.05516249919234994,0.04584659156482068,1133,0.7046019900497512,0.7046014491992619,-16.183876882453532,0,0,0,0,0,1608,88.7012987012987,yH299-parent-pool3,GWK60_I02761,parent,yH299,3
GWK60_I02783,GWK60_I02783,ORF,CP048238.1,302196,309941,C,7746,2,304,2.5819777949909e-4,0.02490434945895828,0.0108127946755072,6829,0.8816163180996643,0.8816163180996643,-16.3532762161761,0,0,0,0,0,3873,96.45454545454544,yH299-parent-pool3,GWK60_I02783,parent,yH299,3
GWK60_I02805,GWK60_I02805,ORF,CP048238.1,311635,312288,W,654,3,492,0.00458715596330275,0.3569447407723491,0.17603848604284256,468,0.7155963302752294,0.7080391406710403,-15.660497812248432,3,0,0,0,0,218,77.81395348837209,yH299-parent-pool3,GWK60_I02805,parent,yH299,3
GWK60_I02849,INO4,ORF,CP048238.1,313004,313393,C,390,0,0,0,0,0,390,1,0.8698915256370021,-24.605941648626345,0,0,0,0,0,9999,69.72815533980582,yH299-parent-pool3,GWK60_I02849,parent,yH299,3
GWK60_I02871,GWK60_I02871,ORF,CP048238.1,314313,315332,W,1020,2,640,0.00196078431372549,0.13672187321530554,0.08333523700742433,917,0.8990196078431373,0.8987727566969167,-15.281761102007604,0,0,0,0,0,510,69.72815533980582,yH299-parent-pool3,GWK60_I02871,parent,yH299,3
GWK60_I02915,GWK60_I02915,ORF,CP048238.1,315846,316685,C,840,3,4945,0.00357142857142857,0.25225381414701803,0.7919968958457169,365,0.43452380952380953,0.4338030209592099,-12.333895124236408,0,0,0,0,0,280,70.63106796116504,yH299-parent-pool3,GWK60_I02915,parent,yH299,3
GWK60_I02937,GWK60_I02937,ORF,CP048238.1,317665,319377,W,1713,3,583,0.00175131348511383,0.12369714178838012,0.04578757692865118,884,0.5160537069468768,0.5160535683289899,-15.416117089746328,0,0,0,0,0,571,70.63106796116504,yH299-parent-pool3,GWK60_I02937,parent,yH299,3
GWK60_I02959,GWK60_I02959,ORF,CP048238.1,319772,320464,C,693,0,0,0,0,0,693,1,0.9928253443909252,-24.605941648626345,1,0,0,0,0,9999,75.56603773584905,yH299-parent-pool3,GWK60_I02959,parent,yH299,3
GWK60_I02981,GWK60_I02981,ORF,CP048238.1,320830,321735,C,906,4,3276,0.00441501103752759,0.29512065159473244,0.45585215075124313,624,0.6887417218543046,0.6881507530622227,-12.927781691083585,0,0,0,0,0,226.5,66.84482758620689,yH299-parent-pool3,GWK60_I02981,parent,yH299,3
GWK60_I03003,GWK60_I03003,ORF,CP048238.1,323340,326570,W,3231,3,2274,9.2850510677808e-4,0.06788199711336036,0.09032606126713552,2633,0.8149179820489013,0.8149179820488454,-13.454290818652924,0,0,0,0,0,1077,73.10891089108911,yH299-parent-pool3,GWK60_I03003,parent,yH299,3
GWK60_I03025,GWK60_I03025,ORF,CP048238.1,326664,329729,C,3066,3,1207,9.784735812133e-4,0.06914893617021275,0.0477944088065257,2477,0.8078930202217873,0.8078930202214987,-14.367536909301265,0,0,0,0,0,1022,70.67021276595744,yH299-parent-pool3,GWK60_I03025,parent,yH299,3
GWK60_I03047,GWK60_I03047,ORF,CP048238.1,331089,331727,W,639,0,0,0,0,0,639,1,0.9877511652624036,-24.605941648626345,0,0,0,0,0,9999,64.92391304347827,yH299-parent-pool3,GWK60_I03047,parent,yH299,3
GWK60_I03069,GWK60_I03069,ORF,CP048238.1,332231,333508,C,1278,0,0,0,0,0,1278,1,0.9999791888323978,-24.605941648626345,0,0,0,0,0,9999,70.94871794871794,yH299-parent-pool3,GWK60_I03069,parent,yH299,3
GWK60_I03091,GWK60_I03091,ORF,CP048238.1,333889,334788,C,900,2,2049,0.00222222222222222,0.21909297052154195,0.4471693229251369,507,0.5633333333333334,0.5628201078271543,-13.604533454233536,0,0,0,0,0,450,98.59183673469389,yH299-parent-pool3,GWK60_I03091,parent,yH299,3
GWK60_I03113,GWK60_I03113,ORF,CP048238.1,335064,337199,C,2136,3,94,0.00140449438202247,0.135822868473232,0.00837914310389625,1739,0.8141385767790262,0.8141385735966086,-18.0360860402954,1,0,0,0,0,712,96.70588235294116,yH299-parent-pool3,GWK60_I03113,parent,yH299,3
GWK60_I03135,GWK60_I03135,ORF,CP048238.1,337429,338397,C,969,0,0,0,0,0,969,1,0.9995428309274196,-24.605941648626345,0,0,0,0,0,9999,94.88235294117646,yH299-parent-pool3,GWK60_I03135,parent,yH299,3
GWK60_I03157,GWK60_I03157,ORF,CP048238.1,338747,339616,W,870,0,0,0,0,0,870,1,0.9987706013787226,-24.605941648626345,0,0,0,0,0,9999,94.88235294117646,yH299-parent-pool3,GWK60_I03157,parent,yH299,3
GWK60_I03179,GWK60_I03179,ORF,CP048238.1,340233,341162,W,930,3,4874,0.0032258064516129,0.2475562072336266,0.4539850009277644,565,0.6075268817204301,0.6071167508141855,-12.35475514510201,1,0,0,0,0,310,76.74242424242425,yH299-parent-pool3,GWK60_I03179,parent,yH299,3
GWK60_I03201,GWK60_I03201,ORF,CP048238.1,341778,343502,W,1725,1,37,5.7971014492753e-4,0.05064467766116942,0.00207438929362452,1307,0.7576811594202899,0.7576809789126717,-19.35801413518276,0,0,0,0,0,1725,87.36206896551724,yH299-parent-pool3,GWK60_I03201,parent,yH299,3
GWK60_I03223,GWK60_I03223,ORF,CP048238.1,343915,346788,W,2874,2,552,6.9589422407794e-4,0.05282996984458363,0.01471918671242331,2353,0.8187195546276966,0.8187195546257009,-15.494805978391636,0,0,0,0,0,1437,75.91666666666667,yH299-parent-pool3,GWK60_I03223,parent,yH299,3
GWK60_I03245,HAL9,ORF,CP048238.1,346890,350051,C,3162,3,2602,9.4876660341555e-4,0.05439035448607076,0.04366333944406159,2892,0.9146110056925996,0.9146110056924744,-13.259982052222233,0,0,0,0,0,1054,57.32743362831859,yH299-parent-pool3,GWK60_I03245,parent,yH299,3
GWK60_I03267,GWK60_I03267,ORF,CP048238.1,350781,351503,C,723,3,701,0.00414937759336099,0.23575603444429571,0.04677367695750091,301,0.41632088520055327,0.4141039691239165,-15.150614428321784,0,0,0,0,0,241,56.81720430107527,yH299-parent-pool3,GWK60_I03267,parent,yH299,3
GWK60_I03289,GWK60_I03289,ORF,CP048238.1,351804,352451,C,648,0,0,0,0,0,648,1,0.9887935936781572,-24.605941648626345,0,0,0,0,0,9999,51.30769230769231,yH299-parent-pool3,GWK60_I03289,parent,yH299,3
GWK60_I03311,GWK60_I03311,ORF,CP048238.1,353060,356467,C,3408,5,2477,0.00146713615023474,0.07086854460093897,0.03322709195706403,2459,0.721537558685446,0.7215375586854376,-13.330981176485745,0,0,0,0,0,681.6,48.304,yH299-parent-pool3,GWK60_I03311,parent,yH299,3
GWK60_I03333,ADH1,ORF,CP048238.1,357664,358722,C,1059,0,0,0,0,0,1059,1,0.9998140784855822,-24.605941648626345,0,0,0,0,0,9999,46.42857142857143,yH299-parent-pool3,GWK60_I03333,parent,yH299,3
GWK60_I03355,GWK60_I03355,ORF,CP048238.1,360046,362970,W,2925,12,9623,0.0041025641025641,0.1904761904761905,0.14103973383751778,586,0.20034188034188033,0.2003418803415871,-11.373520721450268,1,0,0,0,0,243.75,46.42857142857143,yH299-parent-pool3,GWK60_I03355,parent,yH299,3
GWK60_I03377,GWK60_I03377,ORF,CP048238.1,363692,364840,W,1149,3,1326,0.00261096605744125,0.11229873803307223,0.05046770798173358,712,0.6196692776327241,0.6196224316344053,-14.231988993256152,1,0,0,0,0,383,43.010416666666664,yH299-parent-pool3,GWK60_I03377,parent,yH299,3
GWK60_I03399,GWK60_I03399,ORF,CP048238.1,365489,374599,W,9111,74,34453,0.00812205026890571,0.4249807924486883,0.2231152398320956,911,0.09998902425639336,0.09998902425639336,-9.53355778411058,0,0,0,0,0,123.12162162162164,52.32432432432432,yH299-parent-pool3,GWK60_I03399,parent,yH299,3
GWK60_I03421,GWK60_I03421,ORF,CP048238.1,374847,375638,C,792,1,55,0.00126262626262626,0.08512759170653908,0.00743239479767176,559,0.7058080808080808,0.7039179202839734,-18.79858672656874,1,0,0,0,0,792,67.42105263157895,yH299-parent-pool3,GWK60_I03421,parent,yH299,3
GWK60_I03443,GWK60_I03443,ORF,CP048238.1,376040,379747,W,3708,2,1213,5.3937432578209e-4,0.05416859300354446,0.1160599351988635,2947,0.7947680690399137,0.7947680690399131,-14.360388942370662,0,0,0,0,0,1854,100.42857142857144,yH299-parent-pool3,GWK60_I03443,parent,yH299,3
GWK60_I03465,GWK60_I03465,ORF,CP048238.1,380077,380268,W,192,1,80,0.00520833333333333,0.5230654761904762,0.14782572125494156,179,0.9322916666666666,0.4475099380841191,-18.26609164574172,0,0,0,0,0,192,100.42857142857144,yH299-parent-pool3,GWK60_I03465,parent,yH299,3
GWK60_I03487,GWK60_I03487,ORF,CP048238.1,380745,381629,C,885,0,0,0,0,0,885,1,0.998941665565534,-24.605941648626345,0,0,0,0,0,9999,94.38235294117646,yH299-parent-pool3,GWK60_I03487,parent,yH299,3
GWK60_I03509,GWK60_I03509,ORF,CP048238.1,382006,384360,W,2355,1,385,4.2462845010615e-4,0.03089171974522293,0.03250014530361618,2017,0.8564755838641189,0.8564755834894318,-16.013484611358265,0,0,0,0,0,2355,72.75,yH299-parent-pool3,GWK60_I03509,parent,yH299,3
GWK60_I03531,GWK60_I03531,ORF,CP048238.1,384452,388309,C,3858,12,4440,0.0031104199066874,0.16446943414284007,0.13944721197000945,1095,0.2838258164852255,0.2838258164852254,-12.489272792659232,1,0,0,0,0,321.5,52.87692307692308,yH299-parent-pool3,GWK60_I03531,parent,yH299,3
GWK60_I03553,GWK60_I03553,ORF,CP048238.1,388871,389272,C,402,6,1476,0.01492537313432835,0.7299218194740582,0.40749413872359547,200,0.4975124378109453,0.43924428314637787,-14.077487537861556,0,0,0,0,0,67,48.904761904761905,yH299-parent-pool3,GWK60_I03553,parent,yH299,3
GWK60_I03575,GWK60_I03575,ORF,CP048238.1,389604,391007,W,1404,3,1497,0.00213675213675213,0.1086588653702748,0.12181504047202696,907,0.646011396011396,0.6460075824384904,-14.057119740167591,0,0,0,0,0,468,50.852348993288594,yH299-parent-pool3,GWK60_I03575,parent,yH299,3
GWK60_I03597,GWK60_I03597,ORF,CP048238.1,391405,391866,W,462,10,2448,0.02164502164502164,1.061044811044811,0.5870453534004936,191,0.4134199134199134,0.3853642898848356,-13.347964590062366,1,0,0,0,0,46.2,49.020270270270274,yH299-parent-pool3,GWK60_I03597,parent,yH299,3
GWK60_I03619,GWK60_I03619,ORF,CP048238.1,392098,393726,C,1629,8,5466,0.0049109883364027,0.2406059053821668,0.36978789662749606,625,0.38367096378146104,0.38367072506052075,-12.189407988426762,9,0,0,0,0,203.625,48.99337748344371,yH299-parent-pool3,GWK60_I03619,parent,yH299,3
GWK60_I03641,GWK60_I03641,ORF,CP048238.1,395236,396384,W,1149,12,8014,0.01044386422976501,0.4866207769602025,0.7327606652981377,476,0.4142732811140122,0.41424196272187774,-11.637454843584434,0,0,0,0,0,95.75,46.593939393939394,yH299-parent-pool3,GWK60_I03641,parent,yH299,3
GWK60_I03685,GWK60_I03685,ORF,CP048238.1,399483,400829,W,1347,3,753,0.00222717149220489,0.07219049851800995,0.03176861561616586,1166,0.8656273199703044,0.8656182841265236,-15.04752093535768,0,0,0,0,0,449,32.41353383458647,yH299-parent-pool3,GWK60_I03685,parent,yH299,3
GWK60_I03707,GWK60_I03707,ORF,CP048238.1,401491,402873,W,1383,3,1049,0.00216919739696312,0.06832556245376951,0.04146835011118152,725,0.5242227042660882,0.5242188865032813,-14.56976803607286,2,0,0,0,0,461,31.49808429118774,yH299-parent-pool3,GWK60_I03707,parent,yH299,3
GWK60_I03729,GWK60_I03729,ORF,CP048238.1,403393,404931,W,1539,1,113,6.4977257959714e-4,0.02086573070211942,0.00413447493868391,1529,0.9935022742040286,0.9935007537787264,-17.773051634461602,0,0,0,0,0,1539,32.1123595505618,yH299-parent-pool3,GWK60_I03729,parent,yH299,3
GWK60_I03751,GWK60_I03751,ORF,CP048238.1,405313,407343,W,2031,1,509,4.9236829148202e-4,0.01684537812061199,0.01473692451973014,2004,0.9867060561299852,0.9867060451081012,-15.611588211767486,0,0,0,0,0,2031,34.21296296296296,yH299-parent-pool3,GWK60_I03751,parent,yH299,3
GWK60_I03773,PRO3,ORF,CP048238.1,407749,408600,W,852,0,0,0,0,0,852,1,0.9985284994026103,-24.605941648626345,0,0,0,0,0,9999,34.72631578947368,yH299-parent-pool3,GWK60_I03773,parent,yH299,3
GWK60_I03795,GWK60_I03795,ORF,CP048238.1,409901,412756,W,2856,9,3616,0.00315126050420168,0.1165966386554622,0.06418946883405523,1715,0.6004901960784313,0.600490196076679,-12.785363765970573,0,0,0,0,0,317.3333333333333,37,yH299-parent-pool3,GWK60_I03795,parent,yH299,3
GWK60_I03817,GWK60_I03817,ORF,CP048238.1,413458,415014,W,1557,0,0,0,0,0,1557,1,0.9999987217278544,-24.605941648626345,0,0,0,0,0,9999,33.08,yH299-parent-pool3,GWK60_I03817,parent,yH299,3
GWK60_I03839,GWK60_I03839,ORF,CP048238.1,415333,417336,C,2004,3,2018,0.00149700598802395,0.0519313485704647,0.04416912135392632,1354,0.6756487025948104,0.6756486927081757,-13.62651645329487,0,0,0,0,0,668,34.690140845070424,yH299-parent-pool3,GWK60_I03839,parent,yH299,3
GWK60_I03861,GWK60_I03861,ORF,CP048238.1,417916,419535,C,1620,1,1,6.1728395061728e-4,0.02052015250544662,2.5348478502572697e-5,1543,0.9524691358024692,0.9524684873637,-23.605941648626345,1,0,0,0,0,1620,33.24264705882353,yH299-parent-pool3,GWK60_I03861,parent,yH299,3
GWK60_I03883,TIF3,ORF,CP048238.1,420363,421655,C,1293,1,1,7.7339520494972e-4,0.09659955592146298,9.485243525910969e-5,1022,0.7904098994586234,0.79039574132834,-23.605941648626345,0,0,0,0,0,1293,124.90322580645162,yH299-parent-pool3,GWK60_I03883,parent,yH299,3
GWK60_I03905,GWK60_I03905,ORF,CP048238.1,422107,426033,W,3927,12,8579,0.00305576776165011,0.2599717572979605,0.17543065060460244,2376,0.6050420168067226,0.6050420168067226,-11.539179716239437,0,0,0,0,0,327.25,85.07575757575758,yH299-parent-pool3,GWK60_I03905,parent,yH299,3
GWK60_I03927,GWK60_I03927,ORF,CP048238.1,426379,430371,W,3993,6,972,0.00150262960180315,0.1267298417391726,0.01788624366511978,1474,0.3691460055096419,0.3691460055096419,-14.679645653845231,1,0,0,0,0,665.5,84.33870967741936,yH299-parent-pool3,GWK60_I03927,parent,yH299,3
GWK60_I03949,RHO1,ORF,CP048238.1,430893,431525,W,633,0,0,0,0,0,633,1,0.9870035834421468,-24.605941648626345,0,0,0,0,0,9999,63.37837837837838,yH299-parent-pool3,GWK60_I03949,parent,yH299,3
GWK60_I03971,GWK60_I03971,ORF,CP048238.1,432274,432618,C,345,0,0,0,0,0,345,1,0.8099984339846871,-24.605941648626345,0,0,0,0,0,9999,63.28358208955224,yH299-parent-pool3,GWK60_I03971,parent,yH299,3
GWK60_I03993,GWK60_I03993,ORF,CP048238.1,432902,433681,C,780,3,94,0.00384615384615384,0.24506237006237008,0.00882860658967307,447,0.573076923076923,0.571347138336994,-18.0360860402954,3,0,0,0,0,260,63.71621621621622,yH299-parent-pool3,GWK60_I03993,parent,yH299,3
GWK60_I04015,GWK60_I04015,ORF,CP048238.1,434314,434913,W,600,1,364,0.00166666666666666,0.09304713804713804,0.0409417405390445,548,0.9133333333333332,0.896905928234623,-16.094188994858968,1,0,0,0,0,600,55.82828282828283,yH299-parent-pool3,GWK60_I04015,parent,yH299,3
GWK60_I04037,GWK60_I04037,ORF,CP048238.1,435124,436128,C,1005,3,2036,0.00298507462686567,0.12657467380080728,0.11616574585588606,715,0.7114427860696517,0.7112158357291714,-13.613711383660457,2,0,0,0,0,335,42.40251572327044,yH299-parent-pool3,GWK60_I04037,parent,yH299,3
GWK60_I04059,GWK60_I04059,ORF,CP048238.1,436564,438897,W,2334,2,584,8.5689802913453e-4,0.03740155873831966,0.01512339981426813,1256,0.5381319622964867,0.5381319620060547,-15.413648834155577,0,0,0,0,0,1167,43.647619047619045,yH299-parent-pool3,GWK60_I04059,parent,yH299,3
GWK60_I04081,GWK60_I04081,ORF,CP048238.1,439096,440658,C,1563,3,463,0.0019193857965451,0.0880410160640487,0.01871706735740307,1036,0.6628278950735764,0.6628270971405034,-15.747960653498772,3,0,0,0,0,521,45.869369369369366,yH299-parent-pool3,GWK60_I04081,parent,yH299,3
GWK60_I04103,DUR3,ORF,CP048238.1,441527,443206,C,1680,11,12422,0.00654761904761904,0.2928273809523809,0.456258957558903,472,0.28095238095238095,0.2809522759801995,-11.00521566053531,1,0,0,0,0,152.72727272727272,44.72272727272728,yH299-parent-pool3,GWK60_I04103,parent,yH299,3
GWK60_I04125,GWK60_I04125,ORF,CP048238.1,444148,444567,C,420,1,84,0.00238095238095238,0.10679723502304148,0.0137788090735679,419,0.9976190476190476,0.8981060596639332,-18.196550712488644,2,0,0,0,0,420,44.854838709677416,yH299-parent-pool3,GWK60_I04125,parent,yH299,3
GWK60_I04191,GWK60_I04191,ORF,CP048238.1,449559,450302,W,744,1,4,0.00134408602150537,0.05990143369175627,3.8004791876761e-4,733,0.9852150537634408,0.9809582020563234,-22.284013553738983,0,0,0,0,0,744,44.56666666666667,yH299-parent-pool3,GWK60_I04191,parent,yH299,3
GWK60_I04213,GWK60_I04213,ORF,CP048238.1,450671,452425,W,1755,3,24,0.0017094017094017,0.08047212047212048,0.00102111952984706,935,0.5327635327635327,0.5327634387359612,-19.96208545885162,0,0,0,0,0,585,47.07619047619048,yH299-parent-pool3,GWK60_I04213,parent,yH299,3
GWK60_I04235,GWK60_I04235,ORF,CP048238.1,452592,456293,C,3702,11,2801,0.00297136682874122,0.14965165226003962,0.06375809547714813,798,0.2155591572123177,0.21555915721231753,-13.153700408195528,0,0,0,0,0,336.54545454545456,50.364583333333336,yH299-parent-pool3,GWK60_I04235,parent,yH299,3
GWK60_I04257,GWK60_I04257,ORF,CP048238.1,457442,457714,W,273,1,1,0.00366300366300366,0.36350654994722786,6.9331112843106e-4,199,0.7289377289377289,0.4918910228713567,-23.605941648626345,4,0,0,0,0,273,99.23728813559322,yH299-parent-pool3,GWK60_I04257,parent,yH299,3
GWK60_I04279,GWK60_I04279,ORF,CP048238.1,458298,459533,W,1236,2,1781,0.00161812297734627,0.1821151615069915,0.30343847419560566,601,0.48624595469255666,0.4862305536041832,-13.806660027104424,1,0,0,0,0,618,112.54716981132076,yH299-parent-pool3,GWK60_I04279,parent,yH299,3
GWK60_I04301,GWK60_I04301,ORF,CP048238.1,459828,460892,W,1065,1,642,9.3896713615023e-4,0.124282733437663,0.13957349539413352,883,0.8291079812206573,0.8289628075769265,-15.277266721298398,2,0,0,0,0,1065,132.36111111111111,yH299-parent-pool3,GWK60_I04301,parent,yH299,3
GWK60_I04323,GWK60_I04323,ORF,CP048238.1,461105,461737,C,633,0,0,0,0,0,633,1,0.9870035834421468,-24.605941648626345,0,0,0,0,0,9999,137.22857142857143,yH299-parent-pool3,GWK60_I04323,parent,yH299,3
GWK60_I04345,GWK60_I04345,ORF,CP048238.1,462065,463585,C,1521,0,0,0,0,0,1521,1,0.9999981678159487,-24.605941648626345,0,0,0,0,0,9999,127.95121951219512,yH299-parent-pool3,GWK60_I04345,parent,yH299,3
GWK60_I04367,GWK60_I04367,ORF,CP048238.1,463981,465015,C,1035,0,0,0,0,0,1035,1,0.9997636593516778,-24.605941648626345,1,0,0,0,0,9999,113.08,yH299-parent-pool3,GWK60_I04367,parent,yH299,3
GWK60_I04389,GWK60_I04389,ORF,CP048238.1,465261,468056,C,2796,0,0,0,0,0,2796,1,0.9999999999946824,-24.605941648626345,0,0,0,0,0,9999,120.80701754385964,yH299-parent-pool3,GWK60_I04389,parent,yH299,3
GWK60_I04433,GWK60_I04433,ORF,CP048238.1,469023,470831,W,1809,2,868,0.00110558319513543,0.17492118984656296,0.12522332783006146,1482,0.8192371475953566,0.8192370633373115,-14.842729281811945,0,0,0,0,0,904.5,158.21621621621622,yH299-parent-pool3,GWK60_I04433,parent,yH299,3
GWK60_I04455,GWK60_I04455,ORF,CP048238.1,471299,472612,C,1314,5,1059,0.00380517503805175,0.6353523144417584,0.2369393623385806,426,0.3242009132420091,0.3241962059905398,-14.556093099175785,1,0,0,0,0,262.8,166.97058823529412,yH299-parent-pool3,GWK60_I04455,parent,yH299,3
GWK60_I04477,GWK60_I04477,ORF,CP048238.1,473056,474441,C,1386,3,151,0.00216450216450216,0.32312925170068024,0.0278507456311509,484,0.3492063492063492,0.34920388119867024,-17.35801413518276,0,0,0,0,0,462,149.28571428571428,yH299-parent-pool3,GWK60_I04477,parent,yH299,3
GWK60_I04499,GWK60_I04499,ORF,CP048238.1,475098,476120,C,1023,13,6617,0.01270772238514174,1.267839687194526,1.0079168621195878,182,0.17790811339198437,0.17786070705183066,-11.913762072313803,1,0,0,0,0,78.6923076923077,99.76923076923076,yH299-parent-pool3,GWK60_I04499,parent,yH299,3
GWK60_I04543,GWK60_I04543,ORF,CP048238.1,477197,477982,W,786,0,0,0,0,0,786,1,0.9971568627943171,-24.605941648626345,0,0,0,0,0,9999,101.53623188405795,yH299-parent-pool3,GWK60_I04543,parent,yH299,3
GWK60_I04565,GWK60_I04565,ORF,CP048238.1,478164,479756,C,1593,0,0,0,0,0,1593,1,0.9999991081794412,-24.605941648626345,0,0,0,0,0,9999,100.70833333333331,yH299-parent-pool3,GWK60_I04565,parent,yH299,3
GWK60_I04587,GWK60_I04587,ORF,CP048238.1,480349,482283,C,1935,2,3385,0.00103359173126614,0.09440603394091766,0.2550394452434208,1217,0.6289405684754522,0.628940550126962,-12.880575390730703,0,0,0,0,0,967.5,91.33783783783784,yH299-parent-pool3,GWK60_I04587,parent,yH299,3
GWK60_I04609,GWK60_I04609,ORF,CP048238.1,483533,485428,C,1896,6,3817,0.00316455696202531,0.2890915860014892,0.28422521097046416,769,0.4055907172995781,0.40559069982311374,-12.707340261222406,3,0,0,0,0,316,91.3529411764706,yH299-parent-pool3,GWK60_I04609,parent,yH299,3
