cglab_id	cglab_gene_name	cglab_cagl_id	qng_id	scer_id	scer_gene_name	scer_sgdid	C_glabrata_raw	S_cerevisiae_raw	Orthogroup
GWK60_M10571	protein_coding	CAGL0M10615g	QNG17171.1	YNR021W	YNR021W	S000005304	QNG17171.1 uncharacterized protein GWK60_M10571 [Nakaseomyces glabratus]	YNR021W YNR021W SGDID_S000005304_ Chr XIV from 668377-669591_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essential gene""	OG0001914
GWK60_H00759	protein_coding	CAGL0H00957g	QNG14174.1	YPL237W	SUI3	S000006158	QNG14174.1 uncharacterized protein GWK60_H00759 [Nakaseomyces glabratus]	YPL237W SUI3 SGDID_S000006158_ Chr XVI from 100496-101353_ Genome Release 64-5-1_ Verified ORF_ ""Beta subunit of the translation initiation factor eIF2; involved in the identification of the start codon; proposed to be involved in mRNA binding""	OG0001915
GWK60_F05247	protein_coding	CAGL0F05643g	QNG13554.1	YDR190C	RVB1	S000002598	QNG13554.1 uncharacterized protein GWK60_F05247 [Nakaseomyces glabratus]	YDR190C RVB1 SGDID_S000002598_ Chr IV from 841995-840604_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ATP-dependent DNA helicase_ also known as pontin; member of the AAA+ and RuvB-like protein families; similar to Rvb2p; conserved component of multiple complexes including the INO80 complex_ the Swr1 complex_ and the R2TP complex _Rvb1-Rvb2-Tah1-Pih1_; involved in multiple processes such as chromatin remodeling_ box C/D snoRNP assembly_ and RNA polymerase II assembly""	OG0001916
GWK60_J03531	protein_coding	CAGL0J03718g	QNG15028.1	YOR243C	PUS7	S000005769	QNG15028.1 uncharacterized protein GWK60_J03531 [Nakaseomyces glabratus]	YOR243C PUS7 SGDID_S000005769_ Chr XV from 792241-790211_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA_ position 50 in 5S rRNA_ position 13 in cytoplasmic tRNAs_ and position 35 in pre-tRNA_Tyr_; also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea_ vertebrates_ and some bacteria""	OG0001917
GWK60_K11583	protein_coding	CAGL0K11814g	QNG15901.1	YDR028C	REG1	S000002435	QNG15901.1 uncharacterized protein GWK60_K11583 [Nakaseomyces glabratus]	YDR028C REG1 SGDID_S000002435_ Chr IV from 500879-497835_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog_ REG2_ that arose from the whole genome duplication""	OG0001918
GWK60_K10527	protein_coding	CAGL0K10758g	QNG15855.1	YML055W	SPC2	S000004519	QNG15855.1 uncharacterized protein GWK60_K10527 [Nakaseomyces glabratus]	YML055W SPC2 SGDID_S000004519_ Chr XIII from 164790-165326_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of signal peptidase complex; complex catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; inhibits SRP-independent translocation into the ER with STE24; homologous to mammalian SPC25; other members of the complex are Spc1p_ Spc1p_ and Sec11p""	OG0001919
GWK60_D04411	protein_coding	CAGL0D04246g	QNG12949.1	YMR077C	VPS20	S000004682	QNG12949.1 uncharacterized protein GWK60_D04411 [Nakaseomyces glabratus]	YMR077C VPS20 SGDID_S000004682_ Chr XIII from 422149-421484_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Myristoylated subunit of the ESCRT-III complex; the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen; cytoplasmic protein recruited to endosomal membranes""	OG0001920
GWK60_M11209	protein_coding	CAGL0M11286g	QNG17198.1	YMR228W	MTF1	S000004841	QNG17198.1 uncharacterized protein GWK60_M11209 [Nakaseomyces glabratus]	YMR228W MTF1 SGDID_S000004841_ Chr XIII from 724626-725651_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial RNA polymerase specificity factor; has structural similarity to S-adenosylmethionine-dependent methyltransferases and functional similarity to bacterial sigma-factors; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex_ enhancing DNA bending and melting to facilitate pre-initiation open complex formation""	OG0001921
GWK60_K09713	protein_coding	CAGL0K09922g	QNG15821.1	YOR359W	VTS1	S000005886	QNG15821.1 uncharacterized protein GWK60_K09713 [Nakaseomyces glabratus]	YOR359W VTS1 SGDID_S000005886_ Chr XV from 1011189-1012760_ Genome Release 64-5-1_ Verified ORF_ ""Flap-structured DNA-binding and RNA-binding protein; stimulates deadenylation-dependent mRNA degradation mediated by the CCR4-NOT deadenylase complex; member of the Smaug _Smg_ family of post-transcriptional regulators which bind RNA through a conserved sterile alpha motif _SAM_ domain that interacts with Smg recognition element _SREs_ containing transcripts; stimulates Dna2p endonuclease activity; forms [SMAUG+] prion""	OG0001922
GWK60_J00429	SLT2	CAGL0J00539g	QNG14897.1	YHR030C	SLT2	S000001072	QNG14897.1 SLT2 [Nakaseomyces glabratus]	YHR030C SLT2 SGDID_S000001072_ Chr VIII from 170344-168890_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones _RACs_ to control proteasome abundance; involved in regulating maintenance of cell wall integrity_ cell cycle progression_ nuclear mRNA retention in heat shock_ septum assembly; required for mitophagy_ pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""	OG0001923
GWK60_D06039	protein_coding	CAGL0D05874g	QNG13015.1	YJR002W	MPP10	S000003762	QNG13015.1 uncharacterized protein GWK60_D06039 [Nakaseomyces glabratus]	YJR002W MPP10 SGDID_S000003762_ Chr X from 438865-440646_ Genome Release 64-5-1_ Verified ORF_ ""Component of the SSU processome and 90S preribosome; required for pre-18S rRNA processing_ interacts with and controls the stability of Imp3p and Imp4p_ essential for viability; similar to human Mpp10p""	OG0001924
GWK60_K11363	protein_coding	CAGL0K11594g	QNG15892.1	YKL119C	VPH2	S000001602	QNG15892.1 uncharacterized protein GWK60_K11363 [Nakaseomyces glabratus]	YKL119C VPH2 SGDID_S000001602_ Chr XI from 219217-218570_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase _V-ATPase_ complex; functions in the assembly of the V-ATPase; localized to the endoplasmic reticulum _ER_; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""	OG0001925
GWK60_J10043	protein_coding	CAGL0J10230g	QNG15317.1	YNL073W	MSK1	S000005017	QNG15317.1 uncharacterized protein GWK60_J10043 [Nakaseomyces glabratus]	YNL073W MSK1 SGDID_S000005017_ Chr XIV from 488386-490116_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial lysine-tRNA synthetase; required for import of both aminoacylated and deacylated forms of tRNA_Lys_ into mitochondria and for aminoacylation of mitochondrially encoded tRNA_Lys_""	OG0001926
GWK60_J10197	protein_coding	CAGL0J10384g	QNG15324.1	YGL103W	RPL28	S000003071	QNG15324.1 uncharacterized protein GWK60_J10197 [Nakaseomyces glabratus]	YGL103W RPL28 SGDID_S000003071_ Chr VII from 310967-311015_311527-311927_ Genome Release 64-5-1_ Verified ORF_ ""Ribosomal 60S subunit protein L28; homologous to mammalian ribosomal protein L27A and bacterial L15; may have peptidyl transferase activity; can mutate to cycloheximide resistance""	OG0001927
GWK60_G08107	VPS34	CAGL0G08360g	QNG14061.1	YLR240W	VPS34	S000004230	QNG14061.1 VPS34 [Nakaseomyces glabratus]	YLR240W VPS34 SGDID_S000004230_ Chr XII from 617533-620160_ Genome Release 64-5-1_ Verified ORF_ ""Phosphatidylinositol _PI_ 3-kinase that synthesizes PI-3-phosphate; forms membrane-associated signal transduction complex with Vps15p to regulate protein sorting; activated by the GTP-bound form of Gpa1p; a fraction is localized_ with Vps15p_ to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery""	OG0001928
GWK60_C03377	protein_coding	CAGL0C03762g	QNG12677.1	YIL007C	NAS2	S000001269	QNG12677.1 uncharacterized protein GWK60_C03377 [Nakaseomyces glabratus]	YIL007C NAS2 SGDID_S000001269_ Chr IX from 343656-342994_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in assembly of the base subcomplex of the 19S proteasomal regulatory particle _RP_; non-essential gene; interacts with Rpn4p; protein abundance increases in response to DNA replication stress; ortholog of human p27""	OG0001929
GWK60_G04169	protein_coding	CAGL0G04367g	QNG13886.1	YJL111W	CCT7	S000003647	QNG13886.1 uncharacterized protein GWK60_G04169 [Nakaseomyces glabratus]	YJL111W CCT7 SGDID_S000003647_ Chr X from 207877-209529_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p_ required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy tolerance""	OG0001930
GWK60_M04059	protein_coding	CAGL0M04147g	QNG16887.1	YNL321W	VNX1	S000005265	QNG16887.1 uncharacterized protein GWK60_M04059 [Nakaseomyces glabratus]	YNL321W VNX1 SGDID_S000005265_ Chr XIV from 34696-37422_ Genome Release 64-5-1_ Verified ORF_ ""Calcium/H+ antiporter localized to endoplasmic reticulum membrane; member of calcium exchanger _CAX_ family; targeted to vacuole via AP-3 pathway""	OG0001931
GWK60_F05401	protein_coding	CAGL0F05797g	QNG13561.1	YDR180W	SCC2	S000002588	QNG13561.1 uncharacterized protein GWK60_F05401 [Nakaseomyces glabratus]	YDR180W SCC2 SGDID_S000002588_ Chr IV from 821295-825776_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of cohesin loading factor _Scc2p-Scc4p_; a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; promotes gene expression program that supports translational fidelity; evolutionarily-conserved adherin; relocalizes to cytosol in response to hypoxia; human disorder Cornelia de Lange syndrome is caused by mutations in NIPBL_ the human ortholog of SCC2; conserved role in NHEJ""	OG0001932
GWK60_L12793	protein_coding	CAGL0L08778g	QNG16512.1	YPL011C	TAF3	S000005932	QNG16512.1 uncharacterized protein GWK60_L12793 [Nakaseomyces glabratus]	YPL011C TAF3 SGDID_S000005932_ Chr XVI from 534703-533642_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""TFIID subunit _47 kDa_; involved in promoter binding and RNA polymerase II transcription initiation""	OG0001933
GWK60_B03883	protein_coding	CAGL0B04015g	QNG12482.1	YGR202C	PCT1	S000003434	QNG12482.1 uncharacterized protein GWK60_B03883 [Nakaseomyces glabratus]	YGR202C PCT1 SGDID_S000003434_ Chr VII from 904748-903474_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis_ inhibited by Sec14p_ activated upon lipid-binding; controls phosphatidylcholine homeostasis; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity""	OG0001934
GWK60_E02167	protein_coding	CAGL0E02365g	QNG13143.1	YOL009C	MDM12	S000005369	QNG13143.1 uncharacterized protein GWK60_E02167 [Nakaseomyces glabratus]	YOL009C MDM12 SGDID_S000005369_ Chr XV from 310139-309324_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial outer membrane protein_ ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; localizes to mitochondriaER contact sites; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""	OG0001935
GWK60_E05489	protein_coding	CAGL0E05830g	QNG13288.1	YPL215W	CBP3	S000006136	QNG13288.1 uncharacterized protein GWK60_E05489 [Nakaseomyces glabratus]	YPL215W CBP3 SGDID_S000006136_ Chr XVI from 147416-148423_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial protein required for assembly of cytochrome bc1 complex; forms a complex with Cbp6p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthesized cytochrome b _Cobp_ and Cbp4p to promote assembly of Cobp into the cytochrome bc1 complex; Cbp3p-Cbp6p complex is sequestered if assembly of Complex III is blocked_ downregulating COB mRNA translation""	OG0001936
GWK60_D05049	protein_coding	CAGL0D04862g	QNG12974.1	YPR135W	CTF4	S000006339	QNG12974.1 uncharacterized protein GWK60_D05049 [Nakaseomyces glabratus]	YPR135W CTF4 SGDID_S000006339_ Chr XVI from 799234-802017_ Genome Release 64-5-1_ Verified ORF_ ""Chromatin-associated protein; required for sister chromatid cohesion; interacts with DNA polymerase alpha _Pol1p_; recruits Mms22p to replication forks during S phase_ and may link DNA synthesis to sister chromatid cohesion""	OG0001937
GWK60_J09449	protein_coding	CAGL0J09636g	QNG15290.1	YDL207W	GLE1	S000002366	QNG15290.1 uncharacterized protein GWK60_J09449 [Nakaseomyces glabratus]	YDL207W GLE1 SGDID_S000002366_ Chr IV from 88248-89864_ Genome Release 64-5-1_ Verified ORF_ ""Cytoplasmic nucleoporin required for polyadenylated mRNA export; contains a nuclear export signal; when bound to inositol hexakisphosphate _IP6__ functions as an activator for the Dbp5p ATPase activity at the nuclear pore complex during mRNA export; mediates translation initiation; required for efficient translation termination""	OG0001938
GWK60_D00099	ERG20	CAGL0L00319g	QNG12758.1	YJL167W	ERG20	S000003703	QNG12758.1 ERG20 [Nakaseomyces glabratus]	YJL167W ERG20 SGDID_S000003703_ Chr X from 105014-106072_ Genome Release 64-5-1_ Verified ORF_ ""Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis""	OG0001939
GWK60_H07777	protein_coding	CAGL0H07799g	QNG14482.1	YGL240W	DOC1	S000003209	QNG14482.1 uncharacterized protein GWK60_H07777 [Nakaseomyces glabratus]	YGL240W DOC1 SGDID_S000003209_ Chr VII from 48613-49365_ Genome Release 64-5-1_ Verified ORF_ ""Processivity factor; required for ubiquitination activity of anaphase promoting complex _APC__ mediates the activity of APC by contributing to substrate recognition; involved in cyclin proteolysis; contains conserved DOC1 homology domain""	OG0001940
GWK60_G00055	protein_coding	CAGL0G00154g	QNG13709.1	YGR285C	ZUO1	S000003517	QNG13709.1 uncharacterized protein GWK60_G00055 [Nakaseomyces glabratus]	YGR285C ZUO1 SGDID_S000003517_ Chr VII from 1063153-1061852_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Ribosome-associated co-chaperone; zuotin functions in ribosome biogenesis and as a chaperone for nascent polypeptide chains with Ssz1p and Ssb1/2p; subunit of the ribosome-associated complex _RAC_ that stimulates Ssb1/2p ATPase activity to facilitate interaction with nascent polypeptide chains emerging from the ribosome exit tunnel; regulates translation upon inhibition of TORC1; contains a DnaJ domain; human gene DNAJC2 partially complements the yeast zuo1 null mutant""	OG0001941
GWK60_D02167	protein_coding	CAGL0D02024g	QNG12850.1	YKL138C	MRPL31	S000001621	QNG12850.1 uncharacterized protein GWK60_D02167 [Nakaseomyces glabratus]	YKL138C MRPL31 SGDID_S000001621_ Chr XI from 185681-185286_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial ribosomal protein of the large subunit""	OG0001942
GWK60_K08459	protein_coding	CAGL0K08646g	QNG15767.1	YKL110C	KTI12	S000001593	QNG15767.1 uncharacterized protein GWK60_K08459 [Nakaseomyces glabratus]	YKL110C KTI12 SGDID_S000001593_ Chr XI from 229880-228939_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein that plays a role in modification of tRNA wobble nucleosides; protein plays role in tRNA wobble nucleoside modification with Elongator complex; involved in sensitivity to G1 arrest induced by zymocin; interacts with chromatin throughout the genome; also interacts with Cdc19p""	OG0001943
GWK60_L00847	protein_coding	CAGL0I01034g	QNG15993.1	YOR035C	SHE4	S000005561	QNG15993.1 uncharacterized protein GWK60_L00847 [Nakaseomyces glabratus]	YOR035C SHE4 SGDID_S000005561_ Chr XV from 400104-397735_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein containing a UCS _UNC-45/CRO1/SHE4_ domain; binds to myosin motor domains to regulate myosin function; involved in endocytosis_ polarization of the actin cytoskeleton_ and asymmetric mRNA localization""	OG0001944
GWK60_A04653	protein_coding	CAGL0A04807g	QNG12309.1	YFR052W	RPN12	S000001948	QNG12309.1 uncharacterized protein GWK60_A04653 [Nakaseomyces glabratus]	YFR052W RPN12 SGDID_S000001948_ Chr VI from 252505-253329_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1_ which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p; protein abundance increases in response to DNA replication stress""	OG0001945
GWK60_M04565	protein_coding	CAGL0M04631g	QNG16910.1	YLR147C	SMD3	S000004137	QNG16910.1 uncharacterized protein GWK60_M04565 [Nakaseomyces glabratus]	YLR147C SMD3 SGDID_S000004137_ Chr XII from 434463-434158_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Core Sm protein Sm D3; part of heteroheptameric complex _with Smb1p_ Smd1p_ Smd2p_ Sme1p_ Smx3p_ and Smx2p_ that is part of the spliceosomal U1_ U2_ U4_ and U5 snRNPs; homolog of human Sm D3""	OG0001946
GWK60_M00165	protein_coding	CAGL0M00264g	QNG16714.1	YJR141W	IPA1	S000003902	QNG16714.1 uncharacterized protein GWK60_M00165 [Nakaseomyces glabratus]	YJR141W IPA1 SGDID_S000003902_ Chr X from 695906-696949_ Genome Release 64-5-1_ Verified ORF_ ""Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase_ UBE3D_ a gene implicated in age-related macular degeneration""	OG0001947
GWK60_M00099	protein_coding	CAGL0M00198g	QNG16711.1	YJR144W	MGM101	S000003905	QNG16711.1 uncharacterized protein GWK60_M00099 [Nakaseomyces glabratus]	YJR144W MGM101 SGDID_S000003905_ Chr X from 700882-701691_ Genome Release 64-5-1_ Verified ORF_ ""Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins_ with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid_ required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance""	OG0001948
GWK60_J04433	protein_coding	CAGL0J04620g	QNG15068.1	YLR421C	RPN13	S000004413	QNG15068.1 uncharacterized protein GWK60_J04433 [Nakaseomyces glabratus]	YLR421C RPN13 SGDID_S000004413_ Chr XII from 965560-965090_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the 19S regulatory particle of the 26S proteasome lid; acts as a ubiquitin receptor for the proteasome; null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability; protein abundance increases in response to DNA replication stress""	OG0001949
GWK60_G07029	protein_coding	CAGL0G07337g	QNG14012.1	YDR456W	NHX1	S000002864	QNG14012.1 uncharacterized protein GWK60_G07029 [Nakaseomyces glabratus]	YDR456W NHX1 SGDID_S000002864_ Chr IV from 1367485-1369386_ Genome Release 64-5-1_ Verified ORF_ ""Na+/H+ and K+/H+ exchanger; required for intracellular sequestration of Na+ and K+; located in the vacuole and late endosome compartments; required for osmotolerance to acute hypertonic shock and for vacuolar fusion; ortholog of human NHE9_ which is linked to autism""	OG0001950
GWK60_L02607	protein_coding	CAGL0I02860g	QNG16067.1	YOR112W	CEX1	S000005638	QNG16067.1 uncharacterized protein GWK60_L02607 [Nakaseomyces glabratus]	YOR112W CEX1 SGDID_S000005638_ Chr XV from 531508-533793_ Genome Release 64-5-1_ Verified ORF_ ""Component of COPI-mediated trafficking and tRNA nuclear export; enables Rna1p to access and activate Gsp1p-GTP bound to the export receptor tRNA complex during aminoacylation-dependent tRNA export; copurifies with tRNA export receptors; interacts with COPI coat proteins and regulates Golgi-to-ER trafficking; membrane fraction associated; mutations in members of the homologous human SCY1-like _SCYL_ family of pseudokinases are linked to peripheral neuropathy_ cerebellar atrophy_ ataxia and ALS""	OG0001951
GWK60_K01727	protein_coding	CAGL0K01881g	QNG15472.1	YDL013W	SLX5	S000002171	QNG15472.1 uncharacterized protein GWK60_K01727 [Nakaseomyces glabratus]	YDL013W SLX5 SGDID_S000002171_ Chr IV from 429067-430926_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the Slx5-Slx8 SUMO-targeted Ub ligase _STUbL_ complex; role in Ub-mediated degradation of histone variant Cse4p preventing mislocalization to euchromatin; role in proteolysis of spindle positioning protein Kar9p_ and DNA repair proteins Rad52p and Rad57p; forms SUMO-dependent nuclear foci_ including DNA repair centers; contains a RING domain and two SIM motifs; associates with the centromere; required for maintenance of genome integrity like human ortholog RNF4""	OG0001952
GWK60_C00539	protein_coding	CAGL0C00715g	QNG12551.1	YLR221C	RSA3	S000004211	QNG12551.1 uncharacterized protein GWK60_C00539 [Nakaseomyces glabratus]	YLR221C RSA3 SGDID_S000004211_ Chr XII from 579024-578362_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein with a likely role in ribosomal maturation; required for accumulation of wild-type levels of large _60S_ ribosomal subunits; binds to the helicase Dbp6p in pre-60S ribosomal particles in the nucleolus""	OG0001953
GWK60_B03619	protein_coding	CAGL0B03795g	QNG12470.1	YJR007W	SUI2	S000003767	QNG12470.1 uncharacterized protein GWK60_B03619 [Nakaseomyces glabratus]	YJR007W SUI2 SGDID_S000003767_ Chr X from 451020-451934_ Genome Release 64-5-1_ Verified ORF_ ""Alpha subunit of the translation initiation factor eIF2; eIF2 is involved in identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP; protein abundance increases in response to DNA replication stress""	OG0001954
GWK60_K03993	protein_coding	CAGL0K04125g	QNG15571.1	YGR037C	ACB1	S000003269	QNG15571.1 uncharacterized protein GWK60_K03993 [Nakaseomyces glabratus]	YGR037C ACB1 SGDID_S000003269_ Chr VII from 559994-559731_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Acyl-CoA-binding protein; transports newly synthesized acyl-CoA esters from fatty acid synthetase _Fas1p-Fas2p_ to acyl-CoA-consuming processes; subject to starvation-induced_ Grh1p-mediated unconventional secretion; protein abundance increases in response to DNA replication stress""	OG0001955
GWK60_G09449	protein_coding	CAGL0G09735g	QNG14118.1	YOR181W	LAS17	S000005707	QNG14118.1 uncharacterized protein GWK60_G09449 [Nakaseomyces glabratus]	YOR181W LAS17 SGDID_S000005707_ Chr XV from 675939-677840_ Genome Release 64-5-1_ Verified ORF_ ""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments_ polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis_ bud site selection_ cytokinesis; human homolog WAS _Wiskott-Aldrich Syndrome_ implicated in severe immunodeficiency; human WAS complements yeast null mutant_ but only in presence of WIPF1_ which mediates localization of WAS to cortical patches""	OG0001956
GWK60_J11649	RML2	CAGL0J11858g	QNG15390.1	YEL050C	RML2	S000000776	QNG15390.1 RML2 [Nakaseomyces glabratus]	YEL050C RML2 SGDID_S000000776_ Chr V from 60851-59670_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial ribosomal protein of the large subunit _L2_; has similarity to E. coli L2 ribosomal protein; mutant allele _fat21_ causes inability to utilize oleate_ and induce oleic acid oxidation; may interfere with activity of the Adr1p transcription factor""	OG0001957
GWK60_D02321	protein_coding	CAGL0D02156g	QNG12857.1	YFL017C	GNA1	S000001877	QNG12857.1 uncharacterized protein GWK60_D02321 [Nakaseomyces glabratus]	YFL017C GNA1 SGDID_S000001877_ Chr VI from 104462-103983_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Glucosamine-6-phosphate acetyltransferase; evolutionarily conserved; required for multiple cell cycle events including passage through START_ DNA synthesis_ and mitosis; involved in UDP-N-acetylglucosamine synthesis_ forms GlcNAc6P from AcCoA""	OG0001958
GWK60_I01573	protein_coding	CAGL0I06116g	QNG14675.1	YJL156C	SSY5	S000003692	QNG14675.1 uncharacterized protein GWK60_I01573 [Nakaseomyces glabratus]	YJL156C SSY5 SGDID_S000003692_ Chr X from 128952-126853_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Serine protease of SPS plasma membrane amino acid sensor system; contains an inhibitory domain that dissociates in response to extracellular amino acids_ freeing a catalytic domain to activate transcription factor Stp1p; other members are Ssy1p and Ptr3p""	OG0001959
GWK60_C02981	protein_coding	CAGL0C03369g	QNG12660.1	YNR053C	NOG2	S000005336	QNG12660.1 uncharacterized protein GWK60_C02981 [Nakaseomyces glabratus]	YNR053C NOG2 SGDID_S000005336_ Chr XIV from 721770-721120_723112-722303_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation; recruited by ribosomal proteins L17_ L35_ and L37 to assembling ribosomes after 27SB pre-rRNA is generated_ immediately preceding removal of ITS2""	OG0001960
GWK60_E04565	protein_coding	CAGL0E04862g	QNG13247.1	YDR217C	RAD9	S000002625	QNG13247.1 uncharacterized protein GWK60_E04565 [Nakaseomyces glabratus]	YDR217C RAD9 SGDID_S000002625_ Chr IV from 903480-899551_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""DNA damage-dependent checkpoint protein; required for cell-cycle arrest in G1/S_ intra-S_ and G2/M_ plays a role in postreplication repair _PRR_ pathway; transmits checkpoint signal by activating Rad53p and Chk1p; protects double-strand breaks from premature resection; multiple cyclin dependent kinase consensus sites and the C-terminal BRCT domain contribute to DNA damage checkpoint activation; Rad9p Chk1 Activating Domain _CAD_ is phosphorylated at multiple sites by Cdc28p/Clb2p""	OG0001961
GWK60_L05071	protein_coding	CAGL0L01199g	QNG16174.1	YEL044W	IES6	S000000770	QNG16174.1 uncharacterized protein GWK60_L05071 [Nakaseomyces glabratus]	YEL044W IES6 SGDID_S000000770_ Chr V from 69757-70257_ Genome Release 64-5-1_ Verified ORF_ ""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""	OG0001962
GWK60_M10703	protein_coding	CAGL0M10747g	QNG17177.1	YNR029C	ZNG1	S000005312	QNG17177.1 uncharacterized protein GWK60_M10703 [Nakaseomyces glabratus]	YNR029C ZNG1 SGDID_S000005312_ Chr XIV from 678488-677199_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""GTP-dependent zinc transferase; couples GTP hydrolysis to the activation of methionine aminopeptidase Map1p_ especially during zinc starvation; deletion confers reduced fitness in saline; contains GTPase sequence motifs and a CxCC metal-binding motif""	OG0001963
