Chromosome,Strand,Position,Reads,Gene
I,W,2610971,2,nan
I,W,2610986,56,nan
I,W,2610989,1,nan
I,W,2610992,51,nan
I,W,2610994,2,nan
I,W,2610995,1,nan
I,W,2610996,78,nan
I,W,2611010,399,nan
I,W,2611012,1,nan
I,W,2611016,2,nan
I,W,2611018,1,nan
I,W,2611020,4,nan
I,W,2611021,7,nan
I,W,2611024,2,nan
I,W,2611029,1,nan
I,W,2611315,4,nan
I,W,2611717,5,nan
I,W,2611722,1,nan
I,W,2611795,73,nan
I,W,2611820,1,nan
I,W,2612098,2,nan
I,W,2612323,1,nan
I,W,2612565,246,nan
I,W,2612590,2,nan
I,W,2612599,1,nan
I,W,2612601,1,nan
I,W,2612677,1,nan
I,W,2612704,22,nan
I,W,2612727,2,nan
I,W,2612752,1,nan
I,W,2612867,1,nan
I,W,2612876,49,nan
I,W,2613008,1,nan
I,W,2613037,1,nan
I,W,2613164,14,nan
I,W,2613175,1,nan
I,W,2613177,1,nan
I,W,2613197,16,nan
I,W,2613273,121,nan
I,W,2613379,3,nan
I,W,2613384,178,nan
I,W,2613456,1,nan
I,W,2613494,1,nan
I,W,2613520,1,nan
I,W,2613530,3,nan
I,W,2613542,3,nan
I,W,2613612,1,nan
I,W,2613631,1,nan
I,W,2613668,1,nan
I,W,2613795,3,nan
I,W,2613803,19,nan
I,W,2613806,1,nan
I,W,2614404,3,nan
I,W,2614435,1,nan
I,W,2614551,1,nan
I,W,2614593,2,nan
I,W,2614617,1,nan
I,W,2614704,1,nan
I,W,2614711,2,nan
I,W,2614728,2,nan
I,W,2614772,210,nan
I,W,2614773,2,nan
I,W,2614774,685,nan
I,W,2614787,4,nan
I,W,2614789,3,nan
I,W,2614791,197,nan
I,W,2614794,47,nan
I,W,2614805,80,nan
I,W,2614806,1,nan
I,W,2614817,1,nan
I,W,2614880,1,nan
I,W,2614983,7,nan
I,W,2615064,52,nan
I,W,2615082,4,nan
I,W,2615328,1,nan
I,W,2615352,1,nan
I,W,2615547,60,nan
I,W,2615549,1,nan
I,W,2615578,1,nan
I,W,2615922,1,nan
I,W,2616198,2,nan
I,W,2616428,16,nan
I,W,2616668,26,nan
I,W,2616740,2,nan
I,W,2616762,1,nan
I,W,2616771,2,nan
I,W,2617026,6,nan
I,W,2617161,1,nan
I,W,2617264,1,nan
I,W,2617270,21,nan
I,W,2617570,1,nan
I,W,2617605,3,nan
I,W,2617616,1,nan
I,W,2617720,1,nan
I,W,2617906,2,nan
I,W,2617917,25,nan
I,W,2617928,1,nan
I,W,2617932,1,nan
I,W,2617935,71,nan
I,W,2617941,2,nan
I,W,2617947,210,nan
I,W,2618331,1,nan
I,W,2619106,1,nan
I,W,2620079,2,nan
I,W,2620236,2,nan
I,W,2620237,1,nan
I,W,2620291,6,nan
I,W,2620378,1,nan
I,W,2620471,792,nan
I,W,2620561,7,nan
I,W,2620567,2,nan
I,W,2620664,1,nan
I,W,2620757,6,nan
I,W,2620866,2,nan
I,W,2621259,1,nan
I,W,2621835,1,nan
I,W,2622244,3,nan
I,W,2622258,3,nan
I,W,2622262,4,nan
I,W,2622271,6,nan
I,W,2622277,184,nan
I,W,2622279,527,nan
I,W,2622311,11,nan
I,W,2622319,12,nan
I,W,2622421,1,nan
I,W,2622428,4,nan
I,W,2622481,268,nan
I,W,2622486,23,nan
I,W,2622672,3,nan
I,W,2622966,1,nan
I,W,2623100,1,nan
I,W,2623188,2,nan
I,W,2623362,1,nan
I,W,2623401,6,nan
I,W,2623677,1,nan
I,W,2623691,1,nan
I,W,2623915,1,nan
I,W,2624037,1,nan
I,W,2624067,2,nan
I,W,2624079,1,nan
I,W,2624082,10,nan
I,W,2624086,6,nan
I,W,2624092,89,nan
I,W,2624093,28,nan
I,W,2624099,3,nan
I,W,2624101,1,nan
I,W,2624105,6,nan
I,W,2624113,183,nan
I,W,2624135,1,nan
I,W,2624159,17,nan
I,W,2624172,8,nan
I,W,2624174,3,nan
I,W,2624177,1,nan
I,W,2624178,34,nan
I,W,2624179,30,nan
I,W,2624180,2764,nan
I,W,2624184,3,nan
I,W,2624187,60,nan
I,W,2624207,41,nan
I,W,2624208,1,nan
I,W,2624222,2,nan
I,W,2624264,1,nan
I,W,2624271,1,nan
I,W,2624277,2,nan
I,W,2624281,3,nan
I,W,2624293,31,nan
I,W,2624301,19,nan
I,W,2624445,3,nan
I,W,2624451,21,nan
I,W,2624457,2,nan
I,W,2624533,1,nan
I,W,2624534,1,nan
I,W,2624535,1,nan
I,W,2624537,2,nan
I,W,2624643,2,nan
I,W,2624674,4,nan
I,W,2624675,1,nan
I,W,2624676,1,nan
I,W,2624698,1,nan
I,W,2624749,1,nan
I,W,2624759,3,nan
I,W,2624767,1,nan
I,W,2624821,1,nan
I,W,2624878,2,nan
I,W,2624880,18,nan
I,W,2625014,1,nan
I,W,2625022,1,nan
I,W,2625038,1,nan
I,W,2625052,2,nan
I,W,2625066,1,nan
I,W,2625143,2,nan
I,W,2625160,27,nan
I,W,2625165,79,nan
I,W,2625171,1,nan
I,W,2625174,1,nan
I,W,2625186,1,nan
I,W,2625187,50,nan
I,W,2625222,1,nan
I,W,2625223,66,nan
I,W,2625230,2,nan
I,W,2625231,133,nan
I,W,2625291,3,nan
I,W,2625293,53,nan
I,W,2625294,1,nan
I,W,2625305,165,nan
I,W,2625307,119,nan
I,W,2625316,76,nan
I,W,2625327,1,nan
I,W,2625331,13,nan
I,W,2625338,14,nan
I,W,2625470,1,nan
I,W,2625503,2,nan
I,W,2625515,1,nan
I,W,2625543,49,nan
I,W,2625551,9,nan
I,W,2625623,5,nan
I,W,2625661,1,nan
I,W,2625698,2,nan
I,W,2625916,2,nan
I,W,2625963,42,nan
I,W,2625990,153,nan
I,W,2625999,2,nan
I,W,2626010,1,nan
I,W,2626043,1,nan
I,W,2626125,185,nan
I,W,2626126,1,nan
I,W,2626129,49,nan
I,W,2626150,3,nan
I,W,2626191,1,nan
I,W,2626253,1,nan
I,W,2626300,1,nan
I,W,2626372,3,nan
I,W,2626384,1,nan
I,W,2626389,1,nan
I,W,2626395,4,nan
I,W,2626535,1,nan
I,W,2626641,38,nan
I,W,2626715,1,nan
I,W,2626716,72,nan
I,W,2626803,1,nan
I,W,2626804,335,nan
I,W,2626806,520,nan
I,W,2626807,2,nan
I,W,2626842,1,nan
I,W,2626844,1,nan
I,W,2626866,1,nan
I,W,2626878,1,nan
I,W,2626977,49,nan
I,W,2627325,1,nan
I,W,2627480,1,nan
I,W,2627486,13,nan
I,W,2627622,2,nan
I,W,2627623,454,nan
I,W,2627626,5,nan
I,W,2627628,2,nan
I,W,2627678,4,nan
I,W,2627746,2,nan
I,W,2627776,46,nan
I,W,2627797,1,nan
I,W,2627909,36,nan
I,W,2627933,2,nan
I,W,2627947,1,nan
I,W,2627972,2,nan
I,W,2627989,1,nan
I,W,2628016,47,nan
I,W,2628032,1,nan
I,W,2628059,1,nan
I,W,2628159,3,nan
I,W,2628176,2,nan
I,W,2628189,1,nan
I,W,2628197,3,nan
I,W,2628212,16,nan
I,W,2628226,76,nan
I,W,2628235,80,nan
I,W,2628257,4,nan
I,W,2628264,2,nan
I,W,2628285,1,nan
I,W,2628301,41,nan
I,W,2628321,6,nan
I,W,2628341,22,nan
I,W,2628353,19,nan
I,W,2628373,7,nan
I,W,2628381,709,nan
I,W,2628383,1,nan
I,W,2628423,8,nan
I,W,2628424,216,nan
I,W,2628462,2,nan
I,W,2628465,12,nan
I,W,2628515,1,nan
I,W,2628541,1,nan
I,W,2628547,2,nan
I,W,2628567,192,nan
I,W,2628605,1,nan
I,W,2628908,9,nan
I,W,2628909,1,nan
I,W,2628915,50,nan
I,W,2628924,1,nan
I,W,2629029,10,nan
I,W,2629033,1,nan
I,W,2629079,2,nan
I,W,2629087,10,nan
I,W,2629171,113,nan
I,W,2629294,1,nan
I,W,2629326,250,nan
I,W,2629327,1,nan
I,W,2629481,58,nan
I,W,2629613,6,nan
I,W,2629761,23,nan
I,W,2629878,41,nan
I,W,2629895,2,nan
I,W,2629924,2,nan
I,W,2629954,3,nan
I,W,2630002,55,nan
I,W,2630179,2,nan
I,W,2630195,1,nan
I,W,2630203,3,nan
I,W,2630206,228,nan
I,W,2630211,5,nan
I,W,2630213,843,nan
I,W,2630215,2,nan
I,W,2630231,1,nan
I,W,2630236,1,nan
I,W,2630238,1,nan
I,W,2630239,914,nan
I,W,2630264,12,nan
I,W,2630278,94,nan
I,W,2630418,1,nan
I,W,2630516,1,nan
I,W,2630699,1,nan
I,W,2630783,1,nan
I,W,2630937,1,nan
I,W,2631084,1,nan
I,W,2631117,2,nan
I,W,2631135,122,nan
I,W,2631153,2,nan
I,W,2631173,3,nan
I,W,2631343,3,nan
I,W,2631344,1933,nan
I,W,2631412,1,nan
I,W,2631590,1,nan
I,W,2631635,3,nan
I,W,2631657,22,nan
I,W,2631748,1,nan
I,W,2631759,475,nan
I,W,2631813,1,nan
I,W,2631823,1,nan
I,W,2631831,4,nan
I,W,2631903,1,nan
I,W,2632056,18,nan
I,W,2632229,2,nan
I,W,2632247,4,nan
I,W,2632276,44,nan
I,W,2632361,1,nan
I,W,2632365,1,nan
I,W,2632382,1,nan
I,W,2632555,1,nan
I,W,2632611,2,nan
I,W,2632657,3,nan
I,W,2632678,1,nan
I,W,2632787,1,nan
I,W,2632950,1,nan
I,W,2633487,9,nan
I,W,2633549,1,nan
I,W,2633550,77,nan
I,W,2633553,41,nan
I,W,2633554,52,nan
I,W,2633556,1,nan
I,W,2633557,156,nan
I,W,2633574,3,nan
I,W,2633585,2,nan
I,W,2633706,102,nan
I,W,2633714,150,nan
I,W,2633716,2,nan
I,W,2633736,6,nan
I,W,2633737,4,nan
I,W,2633773,5,nan
I,W,2633788,260,nan
I,W,2633829,3,nan
I,W,2633971,1,nan
I,W,2634049,2,nan
I,W,2634089,1,nan
I,W,2634227,2,nan
I,W,2634233,1,nan
I,W,2634335,1,nan
I,W,2634380,2,nan
I,W,2634601,1,nan
I,W,2634635,4,nan
I,W,2634822,3,nan
I,W,2634826,2,nan
I,W,2634881,35,nan
I,W,2634888,1,nan
I,W,2635226,1,nan
I,W,2635432,6,nan
I,W,2635517,6,nan
I,W,2635584,7,nan
I,W,2635646,1,nan
I,W,2635792,2,nan
I,W,2635902,1,nan
I,W,2635959,2,nan
I,W,2636172,9,nan
I,W,2636390,3,nan
I,W,2636400,1,nan
I,W,2636538,1,nan
I,W,2636601,188,nan
I,W,2636602,1,nan
I,W,2636626,3,nan
I,W,2636668,1,nan
I,W,2636809,2,nan
I,W,2636815,1,nan
I,W,2636852,2,nan
I,W,2636936,33,nan
I,W,2636961,1,nan
I,W,2636966,1,nan
I,W,2637029,1,nan
I,W,2637116,3,nan
I,W,2637136,32,nan
I,W,2637231,2,nan
I,W,2637235,1,nan
I,W,2637239,2,nan
I,W,2637251,2,nan
I,W,2637309,2,nan
I,W,2637422,75,nan
I,W,2637469,3,nan
I,W,2637547,3,nan
I,W,2637581,4,nan
I,W,2637620,4,nan
I,W,2637621,912,nan
I,W,2637637,191,nan
I,W,2637638,1,nan
I,W,2637646,123,nan
I,W,2637754,7,nan
I,W,2637855,5,nan
I,W,2637933,1,nan
I,W,2638081,1,nan
I,W,2638298,1,nan
I,W,2638470,176,nan
I,W,2638488,17,nan
I,W,2638622,1,nan
I,W,2638634,11,nan
I,W,2638640,20,nan
I,W,2638741,1,nan
I,W,2638818,1,nan
I,W,2639074,1,nan
I,W,2639177,1,nan
I,W,2639218,4,nan
I,W,2639250,1,nan
I,W,2639495,1,nan
I,W,2639498,8,nan
I,W,2639520,7,nan
I,W,2639527,3,nan
I,W,2639661,164,nan
I,W,2639764,1,nan
I,W,2639791,1,nan
I,W,2639978,5,nan
I,W,2639992,13,nan
I,W,2640043,2,nan
I,W,2640051,33,nan
I,W,2640090,2,nan
I,W,2640266,12,nan
I,W,2640445,1,nan
I,W,2640449,2,nan
I,W,2640493,13,nan
I,W,2640547,1,nan
I,W,2640595,1,nan
I,W,2640621,1,nan
I,W,2640754,1,nan
I,W,2640842,1,nan
I,W,2640864,1,nan
I,W,2640865,28,nan
I,W,2640979,3,nan
I,W,2641053,1,nan
I,W,2641157,1,nan
I,W,2641213,8,nan
I,W,2641269,2,nan
I,W,2641282,1,nan
I,W,2641615,2,nan
I,W,2641622,15,nan
I,W,2641709,3,nan
I,W,2641922,14,nan
I,W,2641924,1,nan
I,W,2642084,2,nan
I,W,2642154,59,nan
I,W,2642200,18,nan
I,W,2642217,3,nan
I,W,2642320,1,nan
I,W,2642345,26,nan
I,W,2642346,1,nan
I,W,2642347,309,nan
I,W,2642349,55,nan
I,W,2642350,2,nan
I,W,2642351,185,nan
I,W,2642353,212,nan
I,W,2642355,9,nan
I,W,2642367,1,nan
I,W,2642381,15,nan
I,W,2642402,4,nan
I,W,2642446,4,nan
I,W,2642493,1,nan
I,W,2642494,4,nan
I,W,2642640,1,nan
I,W,2642644,3,nan
I,W,2642659,8,nan
I,W,2642937,4,nan
I,W,2642939,1,nan
I,W,2643073,3,nan
I,W,2643080,495,nan
I,W,2643081,1,nan
I,W,2643082,1,nan
I,W,2643097,1,nan
I,W,2643099,1,nan
I,W,2643188,2,nan
I,W,2643220,2,nan
I,W,2643262,7,nan
I,W,2643290,1,nan
I,W,2643336,1,nan
I,W,2643444,1,nan
I,W,2643445,1,nan
I,W,2643451,1,nan
I,W,2643490,12,nan
I,W,2643530,1,nan
I,W,2643561,2,nan
I,W,2643652,1,nan
I,W,2643684,1,nan
I,W,2643839,2,nan
I,W,2644003,2,nan
I,W,2644094,4,nan
I,W,2644311,2,nan
I,W,2644440,1,nan
I,W,2644731,1,nan
I,W,2644804,1,nan
I,W,2644981,1,nan
I,W,2645181,2,nan
I,W,2645214,1,nan
I,W,2645284,1,nan
I,W,2645304,3,nan
I,W,2645338,1,nan
I,W,2645362,9,nan
I,W,2645398,3,nan
I,W,2645421,21,nan
I,W,2645429,7,nan
I,W,2645459,4,nan
I,W,2645512,37,nan
I,W,2645878,1,nan
I,W,2645932,3,nan
I,W,2646036,1,nan
I,W,2646208,1,nan
I,W,2646259,4,nan
I,W,2646278,1,nan
I,W,2646650,1,nan
I,W,2646733,1,nan
I,W,2647098,1,nan
I,W,2649865,1,nan
I,W,2650177,27,nan
I,W,2650318,1,nan
I,W,2650320,220,nan
I,W,2650324,1,nan
I,W,2650327,3,nan
I,W,2650343,4,nan
I,W,2650471,1,nan
I,W,2650483,74,nan
I,W,2650491,17,nan
I,W,2650495,1,nan
I,W,2650499,2,nan
I,W,2650501,1,nan
I,W,2650502,26,nan
I,W,2650504,2,nan
I,W,2650506,11,nan
I,W,2650521,1,nan
I,W,2650532,1,nan
I,W,2650617,2,nan
I,W,2650671,1,nan
I,W,2650674,6,nan
I,W,2650677,14,nan
I,W,2650686,1,nan
I,W,2650698,1,nan
I,W,2650988,1,nan
I,W,2651432,2,nan
I,W,2651681,1,nan
I,W,2652302,3,nan
I,W,2652350,1,nan
I,W,2654715,1,nan
I,W,2656460,2,nan
I,W,2656498,1,nan
I,W,2656710,3,nan
I,W,2657169,1,nan
I,W,2657707,1,nan
I,W,2657753,364,nan
I,W,2657779,2,nan
I,W,2657803,31,nan
I,W,2657830,1,nan
I,W,2657959,4,nan
I,W,2657971,39,nan
I,W,2658018,1,nan
I,W,2658070,2,nan
I,W,2658089,1,nan
I,W,2658091,14,nan
I,W,2658099,1,nan
I,W,2658100,114,nan
I,W,2658113,1,nan
I,W,2658121,1,nan
I,W,2658122,265,nan
I,W,2658139,2,nan
I,W,2658231,113,nan
I,W,2658327,2,nan
I,W,2658500,1,nan
I,W,2658517,59,nan
I,W,2658534,1,nan
I,W,2658706,28,nan
I,W,2658760,1,nan
I,W,2658946,1,nan
I,W,2659208,1,nan
I,W,2659302,2,nan
I,W,2659606,1,nan
I,W,2659608,19,nan
I,W,2659736,3,nan
I,W,2659744,1,nan
I,W,2660026,1,nan
I,W,2660128,1,nan
I,W,2660543,23,nan
I,W,2660900,16,nan
I,W,2661035,10,nan
I,W,2661081,4,nan
I,W,2661107,2,nan
I,W,2661113,11,nan
I,W,2661120,9,nan
I,W,2661144,41,nan
I,W,2661145,3,nan
I,W,2661149,3,nan
I,W,2661157,3,nan
I,W,2661158,214,nan
I,W,2661159,48,nan
I,W,2661162,3,nan
I,W,2661184,1,nan
I,W,2661188,1,nan
I,W,2661231,1,nan
I,W,2661248,1,nan
I,W,2661305,11,nan
I,W,2661321,152,nan
I,W,2661327,1,nan
I,W,2661335,8,nan
I,W,2661340,1,nan
I,W,2661476,306,nan
I,W,2661505,14,nan
I,W,2661512,584,nan
I,W,2661513,1,nan
I,W,2661522,1,nan
I,W,2661526,2,nan
I,W,2661598,2,nan
I,W,2661646,21,nan
I,W,2661651,8,nan
I,W,2661655,17,nan
I,W,2661667,1,nan
I,W,2661671,42,nan
I,W,2661672,1,nan
I,W,2661686,2,nan
I,W,2661690,41,nan
I,W,2661705,2,nan
I,W,2661708,2,nan
I,W,2661806,1,nan
I,W,2661934,16,nan
I,W,2661966,3,nan
I,W,2662021,2,nan
I,W,2662307,1,nan
I,W,2662317,1,nan
I,W,2662467,1,nan
I,W,2662576,3,nan
I,W,2662671,4,nan
I,W,2662806,525,nan
I,W,2662807,2,nan
I,W,2662857,1,nan
I,W,2663137,42,nan
I,W,2663175,1,nan
I,W,2663177,1,nan
I,W,2663238,2,nan
I,W,2663449,1,nan
I,W,2663470,6,nan
I,W,2663478,2,nan
I,W,2663490,1,nan
I,W,2663607,5,nan
I,W,2663652,21,nan
I,W,2663656,1,nan
I,W,2663685,1,nan
I,W,2663697,12,nan
I,W,2663698,29,nan
I,W,2663699,11433,nan
I,W,2663700,1,nan
I,W,2663701,2,nan
I,W,2663703,1,nan
I,W,2663714,1,nan
I,W,2663715,63,nan
I,W,2663732,11,nan
I,W,2663736,2,nan
I,W,2663738,263,nan
I,W,2663740,242,nan
I,W,2663769,21,nan
I,W,2663780,1,nan
I,W,2663781,56,nan
I,W,2663801,70,nan
I,W,2663802,49,nan
I,W,2663853,139,nan
I,W,2663860,7,nan
I,W,2663907,4,nan
I,W,2663909,1,nan
I,W,2663923,16,nan
I,W,2663934,297,nan
I,W,2663935,3,nan
I,W,2663936,3,nan
I,W,2663962,1,nan
I,W,2663982,2,nan
I,W,2664092,2,nan
I,W,2664105,14,nan
I,W,2664112,4,nan
I,W,2664116,1,nan
I,W,2664139,24,nan
I,W,2664169,1,nan
I,W,2664171,1,nan
I,W,2664180,22,nan
I,W,2664189,10,nan
I,W,2664193,1,nan
I,W,2664213,15,nan
I,W,2664306,3,nan
I,W,2664338,14,nan
I,W,2664339,1,nan
I,W,2664344,24,nan
I,W,2664352,4,nan
I,W,2664382,2,nan
I,W,2664413,1,nan
I,W,2664417,2,nan
I,W,2664543,3,nan
I,W,2664553,2,nan
I,W,2664595,1,nan
I,W,2664606,1,nan
I,W,2664607,1,nan
I,W,2664608,70,nan
I,W,2664638,3,nan
I,W,2664647,24,nan
I,W,2664663,1,nan
I,W,2664669,108,nan
I,W,2664671,1,nan
I,W,2664695,2,nan
I,W,2664795,31,nan
I,W,2664800,1,nan
I,W,2664820,2,nan
I,W,2664870,1,nan
I,W,2664876,6,nan
I,W,2664892,4,nan
I,W,2664899,37,nan
I,W,2664900,1,nan
I,W,2665118,1,nan
I,W,2665120,1,nan
I,W,2665122,37,nan
I,W,2665124,3,nan
I,W,2665131,1,nan
I,W,2665166,9,nan
I,W,2665235,1,nan
I,W,2665296,31,nan
I,W,2665323,2,nan
I,W,2665413,1,nan
I,W,2665454,1,nan
I,W,2665748,1,nan
I,W,2665841,2,nan
I,W,2665860,2,nan
I,W,2667178,3,nan
I,W,2667354,1,nan
I,W,2667447,9,nan
I,W,2667448,140,nan
I,W,2667449,1,nan
I,W,2667466,46,nan
I,W,2667485,2,nan
I,W,2667487,1,nan
I,W,2667708,3,nan
I,W,2667715,19,nan
I,W,2667716,1,nan
I,W,2667717,277,nan
I,W,2667737,3,nan
I,W,2667750,6,nan
I,W,2667758,2,nan
I,W,2667795,1,nan
I,W,2668064,4,nan
I,W,2668406,3,nan
I,W,2668606,4,nan
I,W,2668608,2,nan
I,W,2668610,3,nan
I,W,2668707,1,nan
I,W,2668793,1,nan
I,W,2668836,1,nan
I,W,2668902,1,nan
I,W,2668908,34,nan
I,W,2668923,1,nan
I,W,2668928,1,nan
I,W,2668932,3,nan
I,W,2668934,387,nan
I,W,2668936,75,nan
I,W,2668938,20,nan
I,W,2668942,24,nan
I,W,2668949,3,nan
I,W,2668972,7,nan
I,W,2669108,140,nan
I,W,2669109,1,nan
I,W,2669214,2,nan
I,W,2669301,2,nan
I,W,2669426,1,nan
I,W,2669427,812,nan
I,W,2669602,64,nan
I,W,2669626,241,nan
I,W,2669645,27,nan
I,W,2669810,1,nan
I,W,2670138,2,nan
I,W,2670145,3,nan
I,W,2670147,1,nan
I,W,2670223,2,nan
I,W,2670332,1,nan
I,W,2670343,1,nan
I,W,2670357,1,nan
I,W,2670387,1,nan
I,W,2670444,1,nan
I,W,2670995,1,nan
I,W,2671402,1,nan
I,W,2671561,1,nan
I,W,2671598,2,nan
I,W,2671599,192,nan
I,W,2671600,8,nan
I,W,2671606,1,nan
I,W,2671608,1,nan
I,W,2671619,1,nan
I,W,2671620,79,nan
I,W,2671632,2,nan
I,W,2671633,1,nan
I,W,2671699,1,nan
I,W,2671735,4,nan
I,W,2671744,1,nan
I,W,2671759,2,nan
I,W,2671763,192,nan
I,W,2671776,5,nan
I,W,2671799,2,nan
I,W,2671899,1,nan
I,W,2671905,16,nan
I,W,2671906,8897,nan
I,W,2671907,1,nan
I,W,2672017,1,nan
I,W,2672241,1,nan
I,W,2672278,1,nan
I,W,2672849,1,nan
I,W,2672860,1,nan
I,W,2673107,3,nan
I,W,2673116,4,nan
I,W,2673145,8,nan
I,W,2673265,20,nan
I,W,2673293,2,nan
I,W,2673391,71,nan
I,W,2673553,11,nan
I,W,2673584,2,nan
I,W,2673623,6,nan
I,W,2673625,2,nan
I,W,2673627,11,nan
I,W,2673655,10,nan
I,W,2673657,1,nan
I,W,2673664,17,nan
I,W,2673676,1,nan
I,W,2673678,1,nan
I,W,2673736,2,nan
I,W,2673751,9,nan
I,W,2673780,7,nan
I,W,2673782,4,nan
I,W,2673788,1,nan
I,W,2673795,24,nan
I,W,2673809,3,nan
I,W,2673813,54,nan
I,W,2674244,3,nan
I,W,2674778,2,nan
I,W,2675158,1,nan
I,W,2675159,1,nan
I,W,2675194,9,nan
I,W,2675349,1,nan
I,W,2675540,1,nan
I,W,2675575,1,nan
I,W,2675815,1,nan
I,W,2675987,1,nan
I,W,2675989,1,nan
I,W,2675991,1,nan
I,W,2675993,6,nan
I,W,2676014,7,nan
I,W,2676016,9,nan
I,W,2676055,1,nan
I,W,2676265,1,nan
I,W,2676267,34,nan
I,W,2676277,2,nan
I,W,2676366,2,nan
I,W,2676369,1,nan
I,W,2676410,4,nan
I,W,2676412,2,nan
I,W,2676582,1,nan
I,W,2676616,4,nan
I,W,2676689,73,nan
I,W,2676693,9,nan
I,W,2676720,4,nan
I,W,2676745,3,nan
I,W,2676757,2,nan
I,W,2676764,9,nan
I,W,2676919,1,nan
I,W,2676925,602,nan
I,W,2676927,1,nan
I,W,2676930,179,nan
I,W,2677069,2,nan
I,W,2677090,54,nan
I,W,2677281,1,nan
I,W,2677366,1,nan
I,W,2677368,1,nan
I,W,2678150,3,nan
I,W,2678173,3,nan
I,W,2678260,22,nan
I,W,2678261,1,nan
I,W,2678294,1,nan
I,W,2678371,1,nan
I,W,2678428,249,nan
I,W,2678438,1,nan
I,W,2678451,2,nan
I,W,2678457,8,nan
I,W,2678633,3,nan
I,W,2678966,2,nan
I,W,2679109,1,nan
I,W,2679122,8,nan
I,W,2679165,1,nan
I,W,2679192,141,nan
I,W,2679195,45,nan
I,W,2679197,109,nan
I,W,2679201,903,nan
I,W,2679213,56,nan
I,W,2679216,1,nan
I,W,2679217,271,nan
I,W,2679221,1,nan
I,W,2679222,210,nan
I,W,2679226,1,nan
I,W,2679233,1,nan
I,W,2679234,256,nan
I,W,2679235,1,nan
I,W,2679264,1,nan
I,W,2679273,1,nan
I,W,2679274,714,nan
I,W,2679287,3,nan
I,W,2679332,1,nan
I,W,2679416,1,nan
I,W,2679418,6,nan
I,W,2679440,131,nan
I,W,2679455,1,nan
I,W,2679521,1,nan
I,W,2679554,3,nan
I,W,2679563,123,nan
I,W,2679568,1,nan
I,W,2679577,13,nan
I,W,2679615,81,nan
I,W,2679621,91,nan
I,W,2680071,17,nan
I,W,2680102,2,nan
I,W,2680119,2,nan
I,W,2680125,1,nan
I,W,2680170,2,nan
I,W,2680218,11,nan
I,W,2680233,1,nan
I,W,2680260,45,nan
I,W,2680281,1,nan
I,W,2680282,61,nan
I,W,2680323,3,nan
I,W,2680327,1,nan
I,W,2680383,2,nan
I,W,2680457,2,nan
I,W,2680480,1,nan
I,W,2680672,1,nan
I,W,2680762,2,nan
I,W,2681157,1,nan
I,W,2681260,20,nan
I,W,2681310,6,nan
I,W,2681329,1,nan
I,W,2681466,1,nan
I,W,2681702,34,nan
I,W,2681864,2,nan
I,W,2681872,3,nan
I,W,2681920,1,nan
I,W,2681937,38,nan
I,W,2681950,1,nan
I,W,2681983,2,nan
I,W,2682008,1,nan
I,W,2682041,103,nan
I,W,2682169,1,nan
I,W,2682248,5,nan
I,W,2682311,1,nan
I,W,2682387,1,nan
I,W,2682407,9,nan
I,W,2682412,1,nan
I,W,2682437,45,nan
I,W,2682443,2,nan
I,W,2682463,1,nan
I,W,2682478,19,nan
I,W,2682484,2,nan
I,W,2682485,1,nan
I,W,2682486,3,nan
I,W,2682490,63,nan
I,W,2682494,526,nan
I,W,2682501,309,nan
I,W,2682503,3,nan
I,W,2682505,15,nan
I,W,2682506,1,nan
I,W,2682507,8,nan
I,W,2682512,1,nan
I,W,2682514,2,nan
I,W,2682515,632,nan
I,W,2682526,2,nan
I,W,2682555,78,nan
I,W,2682556,192,nan
I,W,2682560,261,nan
I,W,2682564,4,nan
I,W,2682567,4,nan
I,W,2682578,7,nan
I,W,2682579,1,nan
I,W,2682580,4,nan
I,W,2682589,1,nan
I,W,2682595,262,nan
I,W,2682608,43,nan
I,W,2682641,1,nan
I,W,2682944,31,nan
I,W,2682952,7,nan
I,W,2682977,2,nan
I,W,2682981,1,nan
I,W,2682992,57,nan
I,W,2683209,134,nan
I,W,2683219,5,nan
I,W,2683233,43,nan
I,W,2683293,5,nan
I,W,2683347,2,nan
I,W,2683410,82,nan
I,W,2683412,42,nan
I,W,2683459,2,nan
I,W,2683589,10,nan
I,W,2683596,115,nan
I,W,2683601,1,nan
I,W,2683658,3,nan
I,W,2683667,1,nan
I,W,2683803,1,nan
I,W,2683933,1,nan
I,W,2683937,9,nan
I,W,2684026,3,nan
I,W,2684094,1,nan
I,W,2684106,4,nan
I,W,2684112,37,nan
I,W,2684113,1,nan
I,W,2684141,8,nan
I,W,2684195,3,nan
I,W,2684202,3,nan
I,W,2684206,1,nan
I,W,2684272,11,nan
I,W,2684296,2,nan
I,W,2684304,1,nan
I,W,2684367,12,nan
I,W,2684384,7,nan
I,W,2684385,1,nan
I,W,2684386,1,nan
I,W,2684390,2,nan
I,W,2684398,1,nan
I,W,2684426,15,nan
I,W,2684450,2,nan
I,W,2684466,1,nan
I,W,2684497,1,nan
I,W,2684508,1,nan
I,W,2684515,1,nan
I,W,2684540,30,nan
I,W,2684547,17,nan
I,W,2684548,1,nan
I,W,2684608,2,nan
I,W,2684620,1,nan
I,W,2684627,20,nan
I,W,2684662,5,nan
I,W,2684740,1,nan
I,W,2684835,61,nan
I,W,2684838,1,nan
I,W,2684842,31,nan
